segment_id,segment_name,year,methodology,projection_method,projection_label,occcd,soctitle,employment,employment_auto,employment_raw,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,ep_edu_training_grouped,ep_avg_annual_salary,ep_employment_2024,ep_employment_2034,ep_openings_ratio,empl_2021,ep_openings_annual_avg,openings,employment_auto_2024,employment_raw_2024,employment_auto_change,employment_raw_change,employment_auto_pct_change,employment_raw_pct_change
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-1021,Biochemists and Biophysicists,6.5499640726448725,6.5499640726448725,771.4756671482314,0.006196731500788164,0.006173842404549152,0.007781968940089,Doctoral or professional degree,,,BA+,BA+,103650,35.6,37.6,0.07923497267759562,190.0,2.9,0.5189862243352494,6.253390317796541,721.4999187652321,0.2965737548483318,49.97574838299931,0.04742607446145042,0.06926646432410875
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-1021,Biochemists and Biophysicists,6.5499640726448725,6.5499640726448725,771.4756671482314,1.4108128379216731e-05,1.3650052903315509e-05,1.4394805406920173e-05,Doctoral or professional degree,,,BA+,BA+,103650,,,,190.0,2.9,0.5189862243352494,6.253390317796541,721.4999187652321,0.2965737548483318,49.97574838299931,0.04742607446145042,0.06926646432410875
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-1022,Microbiologists,0.690027275048474,0.690027275048474,81.27361409381584,0.0006528148405506117,0.0006498781478472055,0.0027185917694634,Bachelor's degree,,,BA+,BA+,87330,20.7,21.6,0.08037825059101655,40.0,1.7,0.05546318522848255,0.6582516123995613,75.94735987001583,0.03177566264891274,5.326254223800007,0.048272821593370874,0.07013086739178175
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-1022,Microbiologists,0.690027275048474,0.690027275048474,81.27361409381584,1.4862666838436535e-06,1.4368476740330488e-06,1.5174482678250124e-06,Bachelor's degree,,,BA+,BA+,87330,,,,40.0,1.7,0.05546318522848255,0.6582516123995613,75.94735987001583,0.03177566264891274,5.326254223800007,0.048272821593370874,0.07013086739178175
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-1029,"Biological Scientists, All Other",1.8934534236744067,1.8934534236744067,223.01698559599342,0.001791341501361934,0.0017871649065800152,0.0063547082611207,Bachelor's degree,,,BA+,BA+,93330,63.7,64.5,0.0748829953198128,140.0,4.8,0.1417874638632941,1.810191934098996,208.8552396425669,0.08326148957541069,14.161745953426532,0.04599594551660248,0.06780651506595106
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-1029,"Biological Scientists, All Other",1.8934534236744067,1.8934534236744067,223.01698559599342,4.078355802412707e-06,3.951331103591326e-06,4.156682022704732e-06,Bachelor's degree,,,BA+,BA+,93330,,,,140.0,4.8,0.1417874638632941,1.810191934098996,208.8552396425669,0.08326148957541069,14.161745953426532,0.04599594551660248,0.06780651506595106
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-1042,"Medical Scientists, Except Epidemiologists",14.87133552984579,14.87133552984579,1751.593347998356,0.014069340276453462,0.013647441104792914,0.0219526285384171,Doctoral or professional degree,,,BA+,BA+,100590,165.3,179.6,0.05566830965497246,1400.0,9.6,0.8278621112584493,13.823283860392404,1594.894557270519,1.0480516694533861,156.69879072783692,0.07581785052221555,0.09825025109873665
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-1042,"Medical Scientists, Except Epidemiologists",14.87133552984579,14.87133552984579,1751.593347998356,3.2031734601675705e-05,3.0173801154697552e-05,3.338944074608017e-05,Doctoral or professional degree,,,BA+,BA+,100590,,,,1400.0,9.6,0.8278621112584493,13.823283860392404,1594.894557270519,1.0480516694533861,156.69879072783692,0.07581785052221555,0.09825025109873665
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2012,Physicists,0.25725928929151015,0.25725928929151015,30.30081991825428,0.00024338557038517503,0.00024370430544270205,0.0038739932714853,Doctoral or professional degree,,,BA+,BA+,166290,24.6,25.6,0.06772908366533864,70.0,1.7,0.017423935928110246,0.24684435464983545,28.48025995125593,0.0104149346416747,1.8205599669983492,0.04219231449084162,0.06392357268206976
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2012,Physicists,0.25725928929151015,0.25725928929151015,30.30081991825428,5.541170974095302e-07,5.388178777623932e-07,5.631155681381919e-07,Doctoral or professional degree,,,BA+,BA+,166290,,,,70.0,1.7,0.017423935928110246,0.24684435464983545,28.48025995125593,0.0104149346416747,1.8205599669983492,0.04219231449084162,0.06392357268206976
1,1. Materials & Processing,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2031,Chemists,152.76537341541177,152.76537341541177,518.6085521255077,0.007592606389575417,0.0075240351121638495,0.0070035252643948,Bachelor's degree,,,BA+,BA+,84150,86.8,91.0,0.07086614173228346,590.0,6.3,10.82589260424178,157.4632457734696,531.2269750592164,-4.697872358057822,-12.618422933708757,-0.029834723239582486,-0.023753355017979212
5,5. Component Systems,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2031,Chemists,25.145046460802195,25.145046460802195,76.11547813137894,0.004331067939822912,0.0043559427504667155,0.0019204389574759,Bachelor's degree,,,BA+,BA+,84150,86.8,91.0,0.07086614173228346,90.0,6.3,1.781932426356061,25.909370398115588,77.670815183572,-0.7643239373133923,-1.5553370521930674,-0.02949990391773404,-0.020024729346757694
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2031,Chemists,5.1474477043129125,5.1474477043129125,606.2828143409794,0.004869851343336515,0.0048740861088545405,0.0095490535902402,Bachelor's degree,,,BA+,BA+,84150,86.8,91.0,0.07086614173228346,850.0,6.3,0.364779758573356,4.936887092997215,569.6051990251771,0.2105606113156977,36.67761531580231,0.042650481436849116,0.06439129308962141
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2031,Chemists,183.05786758052687,183.05786758052687,1201.006844597866,0.00039429283397716036,0.00041104657651760626,0.0003789929418640237,Bachelor's degree,,,BA+,BA+,84150,,,,1530.0,18.9,12.972604789171196,188.3095032645824,1178.5029892679654,-5.251635684055515,22.50385532990049,-0.027888319989229415,0.019095289137856918
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2032,Materials Scientists,0.5149482751301666,0.5149482751301666,60.65225086684465,0.000487177664241311,0.0004874086108854041,0.0012573486933768,Bachelor's degree,,,BA+,BA+,104160,8.7,9.1,0.06741573033707866,,0.6,0.034715614053719104,0.4936887092996709,56.96051990251186,0.021259565830495708,3.691730964332791,0.04306269402161084,0.06481210091921917
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2032,Materials Scientists,0.5149482751301666,0.5149482751301666,60.65225086684465,1.1091597287584851e-06,1.0776357555247863e-06,1.127924716932475e-06,Bachelor's degree,,,BA+,BA+,104160,,,,0.0,0.6,0.034715614053719104,0.4936887092996709,56.96051990251186,0.021259565830495708,3.691730964332791,0.04306269402161084,0.06481210091921917
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2041,"Environmental Scientists and Specialists, Including Health",2.727539754252409,2.727539754252409,321.25833489274595,0.0025804464463272943,0.002599512591389122,0.0048255003907975,Bachelor's degree,,,BA+,BA+,80060,90.3,94.3,0.09209100758396534,220.0,8.5,0.25118188419442555,2.633006449598549,303.7894394800984,0.09453330465386012,17.468895412647555,0.03590318005801827,0.05750330045225935
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2041,"Environmental Scientists and Specialists, Including Health",2.727539754252409,2.727539754252409,321.25833489274595,5.8749148217650975e-06,5.7473906961328575e-06,5.941479431006653e-06,Bachelor's degree,,,BA+,BA+,80060,,,,220.0,8.5,0.25118188419442555,2.633006449598549,303.7894394800984,0.09453330465386012,17.468895412647555,0.03590318005801827,0.05750330045225935
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7692671997061755,0.7692671997061755,90.6067452472194,0.0007277814406419284,0.0007311129163281062,0.0028885037550548,Bachelor's degree,,,BA+,BA+,99240,25.1,26.0,0.07827788649706457,140.0,2.0,0.060216610544514715,0.7405330639495065,85.44077985376781,0.028734135756669055,5.165965393451586,0.0388019619318825,0.06046252623505022
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7692671997061755,0.7692671997061755,90.6067452472194,1.6569435024386136e-06,1.6164536332871797e-06,1.6794674839208767e-06,Bachelor's degree,,,BA+,BA+,99240,,,,140.0,2.0,0.060216610544514715,0.7405330639495065,85.44077985376781,0.028734135756669055,5.165965393451586,0.0388019619318825,0.06046252623505022
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-3011,Economists,0.3430123857219987,0.3430123857219987,40.40109322433729,0.00032451409384688597,0.00032493907392360275,0.0006456655452475,Master's degree,,,BA+,BA+,115440,17.6,17.8,0.05084745762711864,130.0,0.9,0.017441307748576204,0.32912580619978066,37.973679935007915,0.013886579522218057,2.4274132893293725,0.04219231449079641,0.06392357268202341
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-3011,Economists,0.3430123857219987,0.3430123857219987,40.40109322433729,7.388227965460083e-07,7.184238370165244e-07,7.508207575175308e-07,Master's degree,,,BA+,BA+,115440,,,,130.0,0.9,0.017441307748576204,0.32912580619978066,37.973679935007915,0.013886579522218057,2.4274132893293725,0.04219231449079641,0.06392357268202341
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-3041,Sociologists,0.499293609970639,0.499293609970639,58.80839445572819,0.0004723672384660801,0.0004874086108854041,0.0004417711625378,Master's degree,,,BA+,BA+,101690,3.4,3.6,0.08571428571428572,,0.3,0.04279659514034048,0.4936887092996709,56.96051990251186,0.005604900670968083,1.8478745532163288,0.01135310685739399,0.032441321750204755
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-3041,Sociologists,0.499293609970639,0.499293609970639,58.80839445572819,1.0754407612412962e-06,1.0776357555247863e-06,1.06695581331459e-06,Master's degree,,,BA+,BA+,101690,,,,0.0,0.3,0.04279659514034048,0.4936887092996709,56.96051990251186,0.005604900670968083,1.8478745532163288,0.01135310685739399,0.032441321750204755
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-3051,Urban and Regional Planners,0.7695185613631513,0.7695185613631513,90.63635142518619,0.0007280192466330142,0.0007311129163281062,0.0014272606789682,Master's degree,,,BA+,BA+,83720,44.7,46.2,0.0748074807480748,150.0,3.4,0.05756574496446017,0.7405330639495065,85.44077985376781,0.028985497413644867,5.195571571418384,0.03914139533359344,0.06080903732749891
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-3051,Urban and Regional Planners,0.7695185613631513,0.7695185613631513,90.63635142518619,1.657484916481026e-06,1.6164536332871797e-06,1.6804554059702082e-06,Master's degree,,,BA+,BA+,83720,,,,150.0,3.4,0.05756574496446017,0.7405330639495065,85.44077985376781,0.028985497413644867,5.195571571418384,0.03914139533359344,0.06080903732749891
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-3099,"Social Scientists and Related Workers, All Other",1.0317696014299504,1.0317696014299504,121.52511567670591,0.0009761273680017133,0.0009748172217709083,0.0011893838991402,Bachelor's degree,,,BA+,BA+,100340,40.8,40.1,0.07911001236093942,,3.2,0.08162330592276493,0.9873774185994432,113.92103980503542,0.044392182830507276,7.604075871670489,0.044959690179542364,0.06674865226549996
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-3099,"Social Scientists and Related Workers, All Other",1.0317696014299504,1.0317696014299504,121.52511567670591,2.2223538684036138e-06,2.1552715110497937e-06,2.2632396040006724e-06,Bachelor's degree,,,BA+,BA+,100340,,,,0.0,3.2,0.08162330592276493,0.9873774185994432,113.92103980503542,0.044392182830507276,7.604075871670489,0.044959690179542364,0.06674865226549996
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4021,Biological Technicians,4.565013751127385,4.565013751127385,537.6818849892943,0.00431882743163192,0.004305442729488237,0.0107384374893805,Bachelor's degree,,,BA+,BA+,52000,82.7,85.6,0.1081402257872846,660.0,9.1,0.49366161776897444,4.3609169321476005,503.1512591389133,0.20409681897978427,34.530625850381,0.046801354429668915,0.06862871795148894
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4021,Biological Technicians,4.565013751127385,4.565013751127385,537.6818849892943,9.832695162828375e-06,9.519115840470054e-06,1.002770817137647e-05,Bachelor's degree,,,BA+,BA+,52000,,,,660.0,9.1,0.49366161776897444,4.3609169321476005,503.1512591389133,0.20409681897978427,34.530625850381,0.046801354429668915,0.06862871795148894
1,1. Materials & Processing,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4031,Chemical Technicians,62.26407300336129,62.26407300336129,211.37434503500157,0.0030945926289250177,0.00306534763828892,0.0068155111633372,Associate's degree,,Moderate-term on-the-job training,SC or associate's,SC/Associate or Employer Training,57790,57.0,59.0,0.11551724137931035,170.0,6.7,7.1925739503882875,64.15169272252349,216.4258046537509,-1.8876197191622026,-5.051459618749334,-0.02942431663224787,-0.02334037582455067
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4031,Chemical Technicians,4.777914982586679,4.777914982586679,562.7580713248348,0.00452024712690174,0.004549147034930938,0.0061847962755292,Associate's degree,,Moderate-term on-the-job training,SC or associate's,SC/Associate or Employer Training,57790,57.0,59.0,0.11551724137931035,430.0,6.7,0.5519315583332888,4.607761286797435,531.6315190901691,0.170153695789244,31.12655223466561,0.03692762823386347,0.05854910989464168
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4031,Chemical Technicians,67.04198798594797,67.04198798594797,774.1324163598363,0.00014440338340996904,0.00015008981322647347,0.00013916757948030688,Associate's degree,,Moderate-term on-the-job training,SC or associate's,SC/Associate or Employer Training,57790,,,,600.0,13.4,7.744505508721576,68.75945400932093,748.05732374392,-1.717466023372964,26.07509261591622,-0.024977889195282828,0.034857078178733826
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4042,"Environmental Science and Protection Technicians, Including Health",0.42381229452071767,0.42381229452071767,49.917964287240245,0.0004009565497994195,0.00040617384240450343,0.0031263805348829,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,49490,40.4,42.1,0.13575757575757574,70.0,5.6,0.05753572968038833,0.41140725774972575,47.467099918759885,0.012405036770991917,2.45086436848036,0.030152693073145442,0.051632907269983284
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4042,"Environmental Science and Protection Technicians, Including Health",0.42381229452071767,0.42381229452071767,49.917964287240245,9.128597032707539e-07,8.980297962706553e-07,9.191005133420448e-07,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,49490,,,,70.0,5.6,0.05753572968038833,0.41140725774972575,47.467099918759885,0.012405036770991917,2.45086436848036,0.030152693073145442,0.051632907269983284
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.7685486611996831,0.7685486611996831,90.52211348931662,0.0007271016521502164,0.0007311129163281062,0.0014952254732048,Associate's degree,,Moderate-term on-the-job training,SC or associate's,SC/Associate or Employer Training,48390,9.8,10.0,0.13131313131313133,150.0,1.3,0.10092053126864527,0.7405330639495065,85.44077985376781,0.02801559725017666,5.081333635548816,0.0378316629115252,0.059471995038499606
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.7685486611996831,0.7685486611996831,90.52211348931662,1.6553958247135795e-06,1.6164536332871797e-06,1.6766448494941054e-06,Associate's degree,,Moderate-term on-the-job training,SC or associate's,SC/Associate or Employer Training,48390,,,,150.0,1.3,0.10092053126864527,0.7405330639495065,85.44077985376781,0.02801559725017666,5.081333635548816,0.0378316629115252,0.059471995038499606
1,1. Materials & Processing,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4099,"Life, Physical, and Social Science Technicians, All Other",22.292329296272786,22.292329296272786,75.67809616389634,0.0011079531838222476,0.0011146718684687073,0.0007520564042303,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,60130,83.2,86.2,0.12514757969303422,,10.6,2.78983105714866,23.327888262736007,78.70029260136461,-1.0355589664632205,-3.022196437468267,-0.04439145776077055,-0.038401336736781894
4,4. Parts & Machining,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4099,"Life, Physical, and Social Science Technicians, All Other",16.51706751304511,16.51706751304511,56.06011947583208,0.0011781721375520547,0.0011621150493898054,0.0005933209018477,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,60130,83.2,86.2,0.12514757969303422,,10.6,2.0670710228840394,16.969745455957323,57.27948866937412,-0.45267794291221364,-1.219369193542036,-0.026675588274855267,-0.02128806003455128
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4099,"Life, Physical, and Social Science Technicians, All Other",0.6003944048601215,0.6003944048601215,70.71636865551413,0.0005680157753890317,0.0005686433793663047,0.0051313419648622,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,60130,83.2,86.2,0.12514757969303422,240.0,10.6,0.07513790662948391,0.575970160849616,66.45393988626384,0.02442424401050547,4.262428769250292,0.042405398179789666,0.06414109948252059
7,7. Core Automotive,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4099,"Life, Physical, and Social Science Technicians, All Other",50.410144890921785,50.410144890921785,50.410144890921785,0.00029042042075838647,0.0004009163802978029,0.0001091107474086,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,60130,83.2,86.2,0.12514757969303422,,10.6,6.308707625074036,66.73132875142839,66.73132875142839,-16.321183860506608,-16.321183860506608,-0.24458053160161675,-0.24458053160161675
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-4099,"Life, Physical, and Social Science Technicians, All Other",89.8199361050998,89.8199361050998,252.86472918616434,0.0001934653649286508,0.00023488267138712917,0.00016713132471489592,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,60130,,,,240.0,42.4,11.24074761173622,107.60493263097135,269.16504990843094,-17.78499652587155,-16.300320722266605,-0.1652804949645272,-0.060558830828192294
1,1. Materials & Processing,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,39.17847372758083,39.17847372758083,133.0032525047205,0.0019472130582167174,0.001811341786261612,0.003572267920094,Bachelor's degree,,,BA+,BA+,83910,131.9,148.4,0.10631466286122011,140.0,14.9,4.165246225764926,37.90781842694523,127.88797547721485,1.2706553006356032,5.115277027505655,0.033519610290535996,0.039998107784707394
10,10. Logistics,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,137.14870328202534,137.14870328202534,137.14870328202534,0.0033810217045353837,0.0031942078364565066,0.002851403019895,Bachelor's degree,,,BA+,BA+,83910,131.9,148.4,0.10631466286122011,160.0,14.9,14.580918151282036,144.3941652470164,144.3941652470164,-7.245461964991051,-7.245461964991051,-0.05017835694812304,-0.05017835694812304
2,2. Equipment Manufacturing,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,4.147177429263823,4.147177429263823,30.598656490439986,0.0007007137161940959,0.0006361323155216031,0.0015050526768436,Bachelor's degree,,,BA+,BA+,83910,131.9,148.4,0.10631466286122011,30.0,14.9,0.44090577021784483,3.8734542067853837,29.235368956741834,0.27372322247843917,1.363287533698152,0.07066644082146117,0.04663144616766571
3,3. Forging & Foundries,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,26.44322989122512,26.44322989122512,48.37432510864199,0.003360331282716258,0.003140703517587909,0.0019470404984423,Bachelor's degree,,,BA+,BA+,83910,131.9,148.4,0.10631466286122011,,14.9,2.8113030708473365,27.872341965167045,50.084798994974385,-1.4291120739419263,-1.7104738863323945,-0.0512734837900573,-0.0341515573718091
4,4. Parts & Machining,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,20.86442153615947,20.86442153615947,70.81535285772912,0.0014882714562151826,0.0013558008909548063,0.0012714019325309,Bachelor's degree,,,BA+,BA+,83910,131.9,148.4,0.10631466286122011,,14.9,2.218193941411174,19.798036365284034,66.82607011427145,1.066385170875435,3.9892827434576787,0.0538631787112659,0.05969650372431108
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,1.4529465786318878,1.4529465786318878,171.13268388175322,0.001374590720332759,0.001299756295694511,0.0018690318415061,Bachelor's degree,,,BA+,BA+,83910,131.9,148.4,0.10631466286122011,300.0,14.9,0.15446952566261238,1.3165032247992239,151.89471974004334,0.13644335383266393,19.23796414170988,0.10364072891160028,0.12665327784029784
7,7. Core Automotive,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,264.6054596671428,264.6054596671428,264.6054596671428,0.0015244318201778663,0.0014318442153493103,0.001418439716312,Bachelor's degree,,,BA+,BA+,83910,131.9,148.4,0.10631466286122011,230.0,14.9,28.13144023575046,238.32617411224663,238.32617411224663,26.27928555489615,26.27928555489615,0.11026604884161467,0.11026604884161467
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,72.60611723026952,72.60611723026952,72.60611723026952,0.0006031928268213766,0.0005419075144508035,0.0004799565952296,Bachelor's degree,,,BA+,BA+,83910,131.9,148.4,0.10631466286122011,30.0,14.9,7.719094874998328,63.17070086704461,63.17070086704461,9.43541636322491,9.43541636322491,0.14936380685539066,0.14936380685539066
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5011,Occupational Health and Safety Specialists,566.4465293422987,566.4465293422987,928.2845510227224,0.0012200830824856638,0.001171432778467693,0.0012628337234937249,Bachelor's degree,,,BA+,BA+,83910,,,,890.0,119.2,60.221571795934715,536.6591944152885,871.8199735095535,29.787334927010193,56.46457751316893,0.055505123618472006,0.06476632702720499
1,1. Materials & Processing,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5012,Occupational Health and Safety Technicians,14.409956017042356,14.409956017042356,48.918981174281306,0.0007161905979241939,0.0006966699177929045,0.0007990599294947,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,58440,31.9,34.6,0.10225563909774436,,3.4,1.473499261893053,14.579930164209218,49.18768287585023,-0.16997414716686166,-0.26870170156892215,-0.011658090625434808,-0.0054627842959613605
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,19-5012,Occupational Health and Safety Technicians,14.409956017042356,14.409956017042356,48.918981174281306,3.103795794489125e-05,3.182542716096241e-05,3.0232884430055235e-05,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,SC/Associate or Employer Training,58440,,,,0.0,3.4,1.473499261893053,14.579930164209218,49.18768287585023,-0.16997414716686166,-0.26870170156892215,-0.011658090625434808,-0.0054627842959613605
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,23-1011,Lawyers,1.726083172499563,1.726083172499563,203.30358339198096,0.0016329973492036792,0.0016246953696181137,0.0021408910184524,Doctoral or professional degree,,,BA+,BA+,151160,864.8,900.7,0.0356839422259983,170.0,31.5,0.06159345220474226,1.6456290309990043,189.86839967505125,0.08045414150055863,13.435183716929714,0.048889597828568755,0.07076050432785683
7,7. Core Automotive,2030,sam_mi_moodys_us,moodys_us,Moody's US,23-1011,Lawyers,42.336873546722025,42.336873546722025,42.336873546722025,0.00024390909122833868,0.00022909507445580162,0.0003273322422258,Doctoral or professional degree,,,BA+,BA+,151160,864.8,900.7,0.0356839422259983,70.0,31.5,1.5107465496706245,38.132187857944814,38.132187857944814,4.204685688777211,4.204685688777211,0.11026604884149514,0.11026604884149514
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_us,moodys_us,Moody's US,23-1011,Lawyers,33.92287521546194,33.92287521546194,33.92287521546194,0.0002818224658705847,0.00027095375722540173,0.0003130151708019,Doctoral or professional degree,,,BA+,BA+,151160,864.8,900.7,0.0356839422259983,30.0,31.5,1.2105019193282935,31.585350433522304,31.585350433522304,2.3375247819396385,2.3375247819396385,0.07400661223814589,0.07400661223814589
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,23-1011,Lawyers,77.98583193468353,77.98583193468353,279.5633321541649,0.00016797559749824113,0.00015577326214990834,0.00017814674372115246,Doctoral or professional degree,,,BA+,BA+,151160,,,,270.0,94.5,2.7828419212036604,71.36316732246613,259.5859379665184,6.622664612217406,19.977394187646553,0.09280227967309543,0.07695869176944113
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,23-2011,Paralegals and Legal Assistants,0.49929360997062416,0.49929360997062416,58.80839445572645,0.00047236723846606613,0.0004874086108854041,0.0003058415740646,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,61010,376.2,376.8,0.10438247011952191,,39.3,0.05211750032362691,0.4936887092996709,56.96051990251186,0.005604900670953261,1.847874553214588,0.01135310685736397,0.03244132175017419
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,23-2011,Paralegals and Legal Assistants,0.49929360997062416,0.49929360997062416,58.80839445572645,1.0754407612412643e-06,1.0776357555247863e-06,1.0669558133145332e-06,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,61010,,,,0.0,39.3,0.05211750032362691,0.4936887092996709,56.96051990251186,0.005604900670953261,1.847874553214588,0.01135310685736397,0.03244132175017419
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_us,moodys_us,Moody's US,23-2099,"Legal Support Workers, All Other",43.529648095207335,43.529648095207335,43.529648095207335,0.0003616330481055032,0.0003612716763005023,2.086767805346299e-05,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68760,51.3,50.7,0.09215686274509804,,4.7,4.011555804852441,42.11380057802585,42.11380057802585,1.4158475171814828,1.4158475171814828,0.03361956170539127,0.03361956170539127
9,"9. Dealers, Maintenance, & Repair",2030,sam_mi_moodys_us,moodys_us,Moody's US,23-2099,"Legal Support Workers, All Other",53.9182215944909,53.9182215944909,53.9182215944909,0.0007192122849592788,0.0007287567409998024,0.0001684565171615,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68760,51.3,50.7,0.09215686274509804,,4.7,4.96893414694328,52.794053344989685,52.794053344989685,1.124168249501217,1.124168249501217,0.02129346352997736,0.02129346352997736
0,0. All Segments,2030,sam_mi_moodys_us,moodys_us,Moody's US,23-2099,"Legal Support Workers, All Other",97.44786968969824,97.44786968969824,97.44786968969824,0.0002098953582974844,0.00020716717830685273,0.00021059525953925418,Associate's degree,,,SC or associate's,SC/Associate or Employer Training,68760,,,,0.0,9.4,8.980489951795722,94.90785392301554,94.90785392301554,2.5400157666827,2.5400157666827,0.02676296704320206,0.02676296704320206
6,6. Engineering & Design,2030,sam_mi_moodys_us,moodys_us,Moody's US,27-1011,Art Directors,1.0998941063631402,1.0998941063631402,129.54903722949288,0.0010405779910911057,0.0010560519902518088,0.0011554015020219,Bachelor's degree,5 years or more,,BA+,BA+,111040,135.0,140.7,0.08922742110990207,120.0,12.3,0.09814071460476334,1.0696588701493883,123.41445978878738,0.030235236213751904,6.134577440705499,0.02826624175007239,0.04970712063403486
