adjustment_source,forecast_source,projection_label,stage,year,value_type,employment_auto,employment_raw,auto_share_ratio
sam_mi,dtmb_mi,DTMB MI,OEM,2007,QCEW,198766.96059400061,291288.0,0.6823726366825981
sam_mi,dtmb_mi,DTMB MI,Upstream,2007,QCEW,60879.643121868336,217064.0,0.2804686319328324
sam_mi,dtmb_mi,DTMB MI,Downstream,2008,QCEW,198611.59295272827,198611.59295272827,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2008,QCEW,167673.03592232888,255873.0,0.6552978857571096
sam_mi,dtmb_mi,DTMB MI,Upstream,2008,QCEW,57972.9828856271,207466.0,0.2794336560478686
sam_mi,dtmb_mi,DTMB MI,Downstream,2009,QCEW,179646.23037465411,179646.23037465411,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2009,QCEW,123185.99155692515,200373.0,0.6147833867683028
sam_mi,dtmb_mi,DTMB MI,Upstream,2009,QCEW,44916.38472919123,163364.0,0.27494665121563644
sam_mi,dtmb_mi,DTMB MI,Downstream,2010,QCEW,180735.81250254312,180735.81250254312,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2010,QCEW,126642.10151907179,206713.0,0.6126470106818235
sam_mi,dtmb_mi,DTMB MI,Upstream,2010,QCEW,47663.88032385138,171977.0,0.2771526443876296
sam_mi,dtmb_mi,DTMB MI,Downstream,2011,QCEW,187714.61084620157,187714.61084620157,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2011,QCEW,138326.45464971435,224261.0,0.61681012146434
sam_mi,dtmb_mi,DTMB MI,Upstream,2011,QCEW,53355.758339855915,190260.0,0.28043602617395097
sam_mi,dtmb_mi,DTMB MI,Downstream,2012,QCEW,194269.29066594443,194269.29066594443,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2012,QCEW,150882.3704626595,243548.0,0.6195180024580761
sam_mi,dtmb_mi,DTMB MI,Upstream,2012,QCEW,55920.825228601476,201476.0,0.2775557646002575
sam_mi,dtmb_mi,DTMB MI,Downstream,2013,QCEW,200397.9054781596,200397.9054781596,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2013,QCEW,161351.50629542302,259419.0,0.6219725860304104
sam_mi,dtmb_mi,DTMB MI,Upstream,2013,QCEW,56984.409799488574,205887.0,0.2767751718150664
sam_mi,dtmb_mi,DTMB MI,Downstream,2014,QCEW,210050.88727823892,210050.88727823892,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2014,QCEW,171139.87389534802,273287.0,0.6262276430834545
sam_mi,dtmb_mi,DTMB MI,Upstream,2014,QCEW,59474.92939527432,213904.0,0.2780449612689539
sam_mi,dtmb_mi,DTMB MI,Downstream,2015,QCEW,217547.71697362262,217547.71697362262,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2015,QCEW,167608.65505398423,284225.0,0.5897041254428155
sam_mi,dtmb_mi,DTMB MI,Upstream,2015,QCEW,61282.49533280452,220278.0,0.2782052467010075
sam_mi,dtmb_mi,DTMB MI,Downstream,2016,QCEW,220883.18589528403,220883.18589528403,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2016,QCEW,174318.85728716472,295186.0,0.5905390407646864
sam_mi,dtmb_mi,DTMB MI,Upstream,2016,QCEW,61514.52141960683,221825.0,0.2773110398720019
sam_mi,dtmb_mi,DTMB MI,Downstream,2017,QCEW,222321.9301846822,222321.9301846822,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2017,QCEW,181659.51757966474,294432.0,0.616982928416968
sam_mi,dtmb_mi,DTMB MI,Upstream,2017,QCEW,62091.335300822044,224348.0,0.27676348931491274
sam_mi,dtmb_mi,DTMB MI,Downstream,2018,QCEW,226562.07780456543,226562.07780456543,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2018,QCEW,183970.5292210425,299693.0,0.6138632841642697
sam_mi,dtmb_mi,DTMB MI,Upstream,2018,QCEW,63651.060977451416,229519.0,0.2773237116641821
sam_mi,dtmb_mi,DTMB MI,Downstream,2019,QCEW,229051.66566467285,229051.66566467285,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2019,QCEW,181793.1414309971,299164.0,0.6076705132669609
sam_mi,dtmb_mi,DTMB MI,Upstream,2019,QCEW,63234.242103844714,227192.0,0.2783295279052287
sam_mi,dtmb_mi,DTMB MI,Downstream,2020,QCEW,210261.23542785645,210261.23542785645,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2020,QCEW,155674.13810942843,270130.0,0.5762934072832652
sam_mi,dtmb_mi,DTMB MI,Upstream,2020,QCEW,54699.5915023626,197715.0,0.2766587841203884
sam_mi,dtmb_mi,DTMB MI,Downstream,2021,QCEW,218514.6236228943,218514.6236228943,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2021,QCEW,175849.8345273793,294352.0,0.5974134183813234
sam_mi,dtmb_mi,DTMB MI,Upstream,2021,QCEW,55975.58941502863,201624.0,0.2776236430932262
sam_mi,dtmb_mi,DTMB MI,Downstream,2022,QCEW,227476.0,227476.0,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2022,QCEW,178140.83542844324,299542.0,0.5947107097784058
sam_mi,dtmb_mi,DTMB MI,Upstream,2022,QCEW,57413.583208889475,205458.0,0.27944194535569056
sam_mi,dtmb_mi,DTMB MI,Downstream,2023,QCEW,232636.0,232636.0,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2023,QCEW,180133.84809517692,302226.0,0.5960236647249969
sam_mi,dtmb_mi,DTMB MI,Upstream,2023,QCEW,58793.0162097439,209044.0,0.2812470877410684
sam_mi,dtmb_mi,DTMB MI,Downstream,2024,QCEW,231829.0,231829.0,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2024,QCEW,174114.02550542576,293289.0,0.5936602651494797
sam_mi,dtmb_mi,DTMB MI,Upstream,2024,QCEW,57438.86459823029,205217.0,0.279893306101494
sam_mi,dtmb_mi,DTMB MI,Downstream,2025,QCEW,234220.0,234220.0,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2025,QCEW,167459.88466857994,283311.0,0.5910814781938574
sam_mi,dtmb_mi,DTMB MI,Upstream,2025,QCEW,56442.172593017414,199629.0,0.2827353370152504
sam_mi,dtmb_mi,DTMB MI,Downstream,2026,Forecast,233955.0077918789,233955.0077918789,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2026,Forecast,166596.90684248565,283050.5658278136,0.5885764840471315
sam_mi,dtmb_mi,DTMB MI,Upstream,2026,Forecast,56253.99184362794,199067.25348833302,0.28258787348429903
sam_mi,dtmb_mi,DTMB MI,Downstream,2027,Forecast,233691.66643969502,233691.66643969502,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2027,Forecast,165738.60057494268,282799.7751640557,0.586063409982542
sam_mi,dtmb_mi,DTMB MI,Upstream,2027,Forecast,56067.292850230515,198509.35328905846,0.2824415672171799
sam_mi,dtmb_mi,DTMB MI,Downstream,2028,Forecast,233429.96837603796,233429.96837603796,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2028,Forecast,164884.9437488986,282558.66672879155,0.5835423335542569
sam_mi,dtmb_mi,DTMB MI,Upstream,2028,Forecast,55882.07044784621,197955.2867442954,0.2822964284860485
sam_mi,dtmb_mi,DTMB MI,Downstream,2029,Forecast,233169.9060841481,233169.9060841481,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2029,Forecast,164035.91440156283,282327.2803033147,0.5810133339765571
sam_mi,dtmb_mi,DTMB MI,Upstream,2029,Forecast,55698.31955229762,197405.0413657464,0.282152467672299
sam_mi,dtmb_mi,DTMB MI,Downstream,2030,Forecast,232911.47209760203,232911.47209760203,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2030,Forecast,163191.4907242456,282105.6567445982,0.5784764921321289
sam_mi,dtmb_mi,DTMB MI,Upstream,2030,Forecast,55516.03516004672,196858.60483435914,0.2820096952671134
sam_mi,dtmb_mi,DTMB MI,Downstream,2031,Forecast,232654.65899999999,232654.65899999999,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2031,Forecast,162351.65106220893,281893.838,0.5759318905800592
sam_mi,dtmb_mi,DTMB MI,Upstream,2031,Forecast,55335.21234803886,196315.965,0.28186812187199783
sam_mi,dtmb_mi,DTMB MI,Downstream,2032,Forecast,232399.45942465554,232399.45942465554,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2032,Forecast,161516.37391452916,281691.86712222657,0.5733796135635216
sam_mi,dtmb_mi,DTMB MI,Upstream,2032,Forecast,55155.846273552685,195777.1098811396,0.2817277581993061
sam_mi,dtmb_mi,DTMB MI,Downstream,2033,Forecast,232145.86605428695,232145.86605428695,1.0
sam_mi,dtmb_mi,DTMB MI,OEM,2033,Forecast,160685.6379339719,281499.7882845596,0.570819747017144
sam_mi,dtmb_mi,DTMB MI,Upstream,2033,Forecast,54977.932174056245,195242.02766455055,0.28158861507274957
