segment_id,segment_name,occcd,issue,level
9.0,"9. Dealers, Maintenance, & Repair",17-2141,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",17-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",17-3020,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",19-5000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",19-5011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",23-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",23-2090,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-1020,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-1024,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-1026,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-3040,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-3042,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-3043,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",27-4000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",33-9000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",33-9030,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",35-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",35-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",35-3023,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",37-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",37-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",37-2010,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",37-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",37-3011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",39-6000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",39-6011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",39-6012,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",39-9000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",39-9099,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-1012,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-2010,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-2020,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-3011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-3021,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-4000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-4011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-9000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-9010,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-9011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-9041,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-9090,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",41-9099,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-2011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-2021,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-3061,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-3099,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-4000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-4021,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-4031,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-4041,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-4131,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-4161,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-5000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-5021,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-5030,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-5061,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-6000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-6011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-9000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-9020,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-9021,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-9041,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",43-9071,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",47-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",47-1011,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",47-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",47-2031,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",47-2111,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",47-2121,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",47-2140,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-2090,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-2092,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-2096,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-3020,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-3040,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-3050,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-3051,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-3052,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-3053,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-3090,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-9000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-9021,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-9040,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-9041,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-9043,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",49-9090,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-4000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-4120,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-6000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-6031,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-6090,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-6093,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-9000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-9120,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-9123,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-9190,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",51-9198,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-1000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-2000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-2010,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-3000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-3030,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-3050,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-6000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-6030,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-6051,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-6099,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-7000,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-7051,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-7060,missing_in_mi,detailed
9.0,"9. Dealers, Maintenance, & Repair",53-7199,missing_in_mi,detailed
10.0,10. Logistics,11-1000,missing_in_mi,detailed
10.0,10. Logistics,11-1011,missing_in_mi,detailed
10.0,10. Logistics,11-2000,missing_in_mi,detailed
10.0,10. Logistics,11-2020,missing_in_mi,detailed
10.0,10. Logistics,11-2021,missing_in_mi,detailed
10.0,10. Logistics,11-3000,missing_in_mi,detailed
10.0,10. Logistics,11-3010,missing_in_mi,detailed
10.0,10. Logistics,11-3013,missing_in_mi,detailed
10.0,10. Logistics,11-3051,missing_in_mi,detailed
10.0,10. Logistics,11-3061,missing_in_mi,detailed
10.0,10. Logistics,11-3131,missing_in_mi,detailed
10.0,10. Logistics,11-9000,missing_in_mi,detailed
10.0,10. Logistics,11-9021,missing_in_mi,detailed
10.0,10. Logistics,13-1000,missing_in_mi,detailed
10.0,10. Logistics,13-1020,missing_in_mi,detailed
10.0,10. Logistics,13-1030,missing_in_mi,detailed
10.0,10. Logistics,13-1031,missing_in_mi,detailed
10.0,10. Logistics,13-1051,missing_in_mi,detailed
10.0,10. Logistics,13-1070,missing_in_mi,detailed
10.0,10. Logistics,13-1080,missing_in_mi,detailed
10.0,10. Logistics,13-1111,missing_in_mi,detailed
10.0,10. Logistics,13-1141,missing_in_mi,detailed
10.0,10. Logistics,13-2000,missing_in_mi,detailed
10.0,10. Logistics,13-2050,missing_in_mi,detailed
10.0,10. Logistics,13-2051,missing_in_mi,detailed
10.0,10. Logistics,15-1200,missing_in_mi,detailed
10.0,10. Logistics,15-1210,missing_in_mi,detailed
10.0,10. Logistics,15-1211,missing_in_mi,detailed
10.0,10. Logistics,15-1212,missing_in_mi,detailed
10.0,10. Logistics,15-1230,missing_in_mi,detailed
10.0,10. Logistics,15-1231,missing_in_mi,detailed
10.0,10. Logistics,15-1240,missing_in_mi,detailed
10.0,10. Logistics,15-1241,missing_in_mi,detailed
10.0,10. Logistics,15-1250,missing_in_mi,detailed
10.0,10. Logistics,15-1251,missing_in_mi,detailed
10.0,10. Logistics,15-1254,missing_in_mi,detailed
10.0,10. Logistics,15-1299,missing_in_mi,detailed
10.0,10. Logistics,15-2000,missing_in_mi,detailed
10.0,10. Logistics,15-2031,missing_in_mi,detailed
10.0,10. Logistics,15-2051,missing_in_mi,detailed
10.0,10. Logistics,17-2000,missing_in_mi,detailed
10.0,10. Logistics,17-2110,missing_in_mi,detailed
10.0,10. Logistics,17-2112,missing_in_mi,detailed
10.0,10. Logistics,19-5000,missing_in_mi,detailed
10.0,10. Logistics,19-5012,missing_in_mi,detailed
10.0,10. Logistics,23-1000,missing_in_mi,detailed
10.0,10. Logistics,23-1010,missing_in_mi,detailed
10.0,10. Logistics,23-1011,missing_in_mi,detailed
10.0,10. Logistics,27-1000,missing_in_mi,detailed
10.0,10. Logistics,27-1020,missing_in_mi,detailed
10.0,10. Logistics,27-1026,missing_in_mi,detailed
10.0,10. Logistics,27-3000,missing_in_mi,detailed
10.0,10. Logistics,27-3031,missing_in_mi,detailed
10.0,10. Logistics,33-1000,missing_in_mi,detailed
10.0,10. Logistics,33-1090,missing_in_mi,detailed
10.0,10. Logistics,33-1091,missing_in_mi,detailed
10.0,10. Logistics,33-9000,missing_in_mi,detailed
10.0,10. Logistics,33-9030,missing_in_mi,detailed
10.0,10. Logistics,35-2000,missing_in_mi,detailed
10.0,10. Logistics,35-3000,missing_in_mi,detailed
10.0,10. Logistics,35-3023,missing_in_mi,detailed
10.0,10. Logistics,37-2011,missing_in_us,detailed
10.0,10. Logistics,37-3000,missing_in_mi,detailed
10.0,10. Logistics,37-3011,missing_in_mi,detailed
10.0,10. Logistics,41-1000,missing_in_mi,detailed
10.0,10. Logistics,41-1011,missing_in_mi,detailed
10.0,10. Logistics,41-1012,missing_in_mi,detailed
10.0,10. Logistics,41-2000,missing_in_mi,detailed
10.0,10. Logistics,41-2020,missing_in_mi,detailed
10.0,10. Logistics,41-2022,missing_in_mi,detailed
10.0,10. Logistics,41-2031,missing_in_mi,detailed
10.0,10. Logistics,41-3000,missing_in_mi,detailed
10.0,10. Logistics,41-4000,missing_in_mi,detailed
10.0,10. Logistics,41-9000,missing_in_mi,detailed
10.0,10. Logistics,43-1000,missing_in_mi,detailed
10.0,10. Logistics,43-2000,missing_in_mi,detailed
10.0,10. Logistics,43-2011,missing_in_mi,detailed
10.0,10. Logistics,43-3000,missing_in_mi,detailed
10.0,10. Logistics,43-3011,missing_in_mi,detailed
10.0,10. Logistics,43-3061,missing_in_mi,detailed
10.0,10. Logistics,43-4000,missing_in_mi,detailed
10.0,10. Logistics,43-4071,missing_in_mi,detailed
10.0,10. Logistics,43-4151,missing_in_mi,detailed
10.0,10. Logistics,43-4171,missing_in_mi,detailed
10.0,10. Logistics,43-4199,missing_in_mi,detailed
10.0,10. Logistics,43-5000,missing_in_mi,detailed
10.0,10. Logistics,43-5030,missing_in_mi,detailed
10.0,10. Logistics,43-5111,missing_in_mi,detailed
10.0,10. Logistics,43-6000,missing_in_mi,detailed
10.0,10. Logistics,43-6011,missing_in_mi,detailed
10.0,10. Logistics,43-9000,missing_in_mi,detailed
10.0,10. Logistics,43-9020,missing_in_mi,detailed
10.0,10. Logistics,43-9021,missing_in_mi,detailed
10.0,10. Logistics,43-9199,missing_in_mi,detailed
10.0,10. Logistics,45-1000,missing_in_mi,detailed
10.0,10. Logistics,45-1011,missing_in_mi,detailed
10.0,10. Logistics,45-2000,missing_in_mi,detailed
10.0,10. Logistics,45-2090,missing_in_mi,detailed
10.0,10. Logistics,45-2091,missing_in_mi,detailed
10.0,10. Logistics,45-2093,missing_in_mi,detailed
10.0,10. Logistics,45-4000,missing_in_mi,detailed
10.0,10. Logistics,45-4020,missing_in_mi,detailed
10.0,10. Logistics,45-4022,missing_in_mi,detailed
10.0,10. Logistics,47-1000,missing_in_mi,detailed
10.0,10. Logistics,47-2000,missing_in_mi,detailed
10.0,10. Logistics,47-2070,missing_in_mi,detailed
10.0,10. Logistics,47-5000,missing_in_mi,detailed
10.0,10. Logistics,47-5020,missing_in_mi,detailed
10.0,10. Logistics,47-5071,missing_in_mi,detailed
10.0,10. Logistics,49-1000,missing_in_mi,detailed
10.0,10. Logistics,49-2000,missing_in_mi,detailed
10.0,10. Logistics,49-2090,missing_in_mi,detailed
10.0,10. Logistics,49-3000,missing_in_mi,detailed
10.0,10. Logistics,49-3020,missing_in_mi,detailed
10.0,10. Logistics,49-3021,missing_in_mi,detailed
10.0,10. Logistics,49-3023,missing_in_mi,detailed
10.0,10. Logistics,49-3040,missing_in_mi,detailed
10.0,10. Logistics,49-3041,missing_in_mi,detailed
10.0,10. Logistics,49-3042,missing_in_mi,detailed
10.0,10. Logistics,49-3090,missing_in_mi,detailed
10.0,10. Logistics,49-3093,missing_in_mi,detailed
10.0,10. Logistics,49-9000,missing_in_mi,detailed
10.0,10. Logistics,49-9021,missing_in_mi,detailed
10.0,10. Logistics,49-9040,missing_in_mi,detailed
10.0,10. Logistics,49-9041,missing_in_mi,detailed
10.0,10. Logistics,49-9090,missing_in_mi,detailed
10.0,10. Logistics,49-9096,missing_in_mi,detailed
10.0,10. Logistics,51-1000,missing_in_mi,detailed
10.0,10. Logistics,51-1011,missing_in_mi,detailed
10.0,10. Logistics,51-4000,missing_in_mi,detailed
10.0,10. Logistics,51-4120,missing_in_mi,detailed
10.0,10. Logistics,51-4121,missing_in_mi,detailed
10.0,10. Logistics,51-8000,missing_in_mi,detailed
10.0,10. Logistics,51-8090,missing_in_mi,detailed
10.0,10. Logistics,51-8093,missing_in_mi,detailed
10.0,10. Logistics,51-9000,missing_in_mi,detailed
10.0,10. Logistics,51-9061,missing_in_mi,detailed
10.0,10. Logistics,51-9190,missing_in_mi,detailed
10.0,10. Logistics,51-9199,missing_in_mi,detailed
10.0,10. Logistics,53-1000,missing_in_mi,detailed
10.0,10. Logistics,53-3000,missing_in_mi,detailed
10.0,10. Logistics,53-3030,missing_in_mi,detailed
10.0,10. Logistics,53-3050,missing_in_mi,detailed
10.0,10. Logistics,53-3053,missing_in_mi,detailed
10.0,10. Logistics,53-3099,missing_in_mi,detailed
10.0,10. Logistics,53-4000,missing_in_mi,detailed
10.0,10. Logistics,53-6000,missing_in_mi,detailed
10.0,10. Logistics,53-6030,missing_in_mi,detailed
10.0,10. Logistics,53-6031,missing_in_mi,detailed
10.0,10. Logistics,53-6051,missing_in_mi,detailed
10.0,10. Logistics,53-6099,missing_in_mi,detailed
10.0,10. Logistics,53-7000,missing_in_mi,detailed
10.0,10. Logistics,53-7021,missing_in_mi,detailed
10.0,10. Logistics,53-7060,missing_in_mi,detailed
10.0,10. Logistics,53-7064,missing_in_mi,detailed
10.0,10. Logistics,53-7121,missing_in_mi,detailed
10.0,10. Logistics,53-7199,missing_in_mi,detailed
,Total,11-1011,missing_in_us,detailed
,Total,11-1021,missing_in_us,detailed
,Total,11-2021,missing_in_us,detailed
,Total,11-2022,missing_in_us,detailed
,Total,11-2032,missing_in_us,detailed
,Total,11-3012,missing_in_us,detailed
,Total,11-3013,missing_in_us,detailed
,Total,11-3021,missing_in_us,detailed
,Total,11-3031,missing_in_us,detailed
,Total,11-3051,missing_in_us,detailed
,Total,11-3061,missing_in_us,detailed
,Total,11-3071,missing_in_us,detailed
,Total,11-3111,missing_in_us,detailed
,Total,11-3121,missing_in_us,detailed
,Total,11-3131,missing_in_us,detailed
,Total,11-9021,missing_in_us,detailed
,Total,11-9041,missing_in_us,detailed
,Total,11-9111,missing_in_us,detailed
,Total,11-9121,missing_in_us,detailed
,Total,11-9141,missing_in_us,detailed
,Total,11-9199,missing_in_us,detailed
,Total,13-1020,missing_in_us,detailed
,Total,13-1031,missing_in_us,detailed
,Total,13-1041,missing_in_us,detailed
,Total,13-1051,missing_in_us,detailed
,Total,13-1071,missing_in_us,detailed
,Total,13-1075,missing_in_us,detailed
,Total,13-1081,missing_in_us,detailed
,Total,13-1082,missing_in_us,detailed
,Total,13-1111,missing_in_us,detailed
,Total,13-1121,missing_in_us,detailed
,Total,13-1141,missing_in_us,detailed
,Total,13-1151,missing_in_us,detailed
,Total,13-1161,missing_in_us,detailed
,Total,13-1199,missing_in_us,detailed
,Total,13-2011,missing_in_us,detailed
,Total,13-2031,missing_in_us,detailed
,Total,13-2041,missing_in_us,detailed
,Total,13-2051,missing_in_us,detailed
,Total,13-2054,missing_in_us,detailed
,Total,13-2071,missing_in_us,detailed
,Total,13-2099,missing_in_us,detailed
,Total,15-1211,missing_in_us,detailed
,Total,15-1212,missing_in_us,detailed
,Total,15-1231,missing_in_us,detailed
,Total,15-1232,missing_in_us,detailed
,Total,15-1241,missing_in_us,detailed
,Total,15-1242,missing_in_us,detailed
,Total,15-1243,missing_in_us,detailed
,Total,15-1244,missing_in_us,detailed
,Total,15-1251,missing_in_us,detailed
,Total,15-1252,missing_in_us,detailed
,Total,15-1253,missing_in_us,detailed
,Total,15-1254,missing_in_us,detailed
,Total,15-1255,missing_in_us,detailed
,Total,15-1299,missing_in_us,detailed
,Total,15-2031,missing_in_us,detailed
,Total,15-2041,missing_in_us,detailed
,Total,15-2051,missing_in_us,detailed
,Total,17-1011,missing_in_us,detailed
,Total,17-1012,missing_in_us,detailed
,Total,17-1021,missing_in_us,detailed
,Total,17-1022,missing_in_us,detailed
,Total,17-2011,missing_in_us,detailed
,Total,17-2031,missing_in_us,detailed
,Total,17-2041,missing_in_us,detailed
,Total,17-2051,missing_in_us,detailed
,Total,17-2061,missing_in_us,detailed
,Total,17-2071,missing_in_us,detailed
,Total,17-2072,missing_in_us,detailed
,Total,17-2081,missing_in_us,detailed
,Total,17-2111,missing_in_us,detailed
,Total,17-2112,missing_in_us,detailed
,Total,17-2131,missing_in_us,detailed
,Total,17-2141,missing_in_us,detailed
,Total,17-2151,missing_in_us,detailed
,Total,17-2199,missing_in_us,detailed
,Total,17-3011,missing_in_us,detailed
,Total,17-3012,missing_in_us,detailed
,Total,17-3013,missing_in_us,detailed
,Total,17-3019,missing_in_us,detailed
,Total,17-3021,missing_in_us,detailed
,Total,17-3022,missing_in_us,detailed
,Total,17-3023,missing_in_us,detailed
,Total,17-3024,missing_in_us,detailed
,Total,17-3025,missing_in_us,detailed
,Total,17-3026,missing_in_us,detailed
,Total,17-3027,missing_in_us,detailed
,Total,17-3028,missing_in_us,detailed
,Total,17-3029,missing_in_us,detailed
,Total,17-3031,missing_in_us,detailed
,Total,19-1012,missing_in_us,detailed
,Total,19-1013,missing_in_us,detailed
,Total,19-1021,missing_in_us,detailed
,Total,19-1022,missing_in_us,detailed
,Total,19-1029,missing_in_us,detailed
,Total,19-1042,missing_in_us,detailed
,Total,19-2012,missing_in_us,detailed
,Total,19-2031,missing_in_us,detailed
,Total,19-2032,missing_in_us,detailed
,Total,19-2041,missing_in_us,detailed
,Total,19-2042,missing_in_us,detailed
,Total,19-3011,missing_in_us,detailed
,Total,19-3022,missing_in_us,detailed
,Total,19-3041,missing_in_us,detailed
,Total,19-3051,missing_in_us,detailed
,Total,19-3099,missing_in_us,detailed
,Total,19-4021,missing_in_us,detailed
,Total,19-4031,missing_in_us,detailed
,Total,19-4042,missing_in_us,detailed
,Total,19-4043,missing_in_us,detailed
,Total,19-4061,missing_in_us,detailed
,Total,19-4099,missing_in_us,detailed
,Total,19-5011,missing_in_us,detailed
,Total,19-5012,missing_in_us,detailed
,Total,21-1022,missing_in_us,detailed
,Total,23-1011,missing_in_us,detailed
,Total,23-2011,missing_in_us,detailed
,Total,23-2093,missing_in_us,detailed
,Total,23-2099,missing_in_us,detailed
,Total,27-1011,missing_in_us,detailed
,Total,27-1014,missing_in_us,detailed
,Total,27-1021,missing_in_us,detailed
,Total,27-1024,missing_in_us,detailed
,Total,27-1025,missing_in_us,detailed
,Total,27-1026,missing_in_us,detailed
,Total,27-2012,missing_in_us,detailed
,Total,27-3031,missing_in_us,detailed
,Total,27-3041,missing_in_us,detailed
,Total,27-3042,missing_in_us,detailed
,Total,27-3043,missing_in_us,detailed
,Total,27-3091,missing_in_us,detailed
,Total,27-4021,missing_in_us,detailed
,Total,29-1126,missing_in_us,detailed
,Total,29-1141,missing_in_us,detailed
,Total,29-1299,missing_in_us,detailed
,Total,29-2010,missing_in_us,detailed
,Total,29-2072,missing_in_us,detailed
,Total,29-2091,missing_in_us,detailed
,Total,29-9099,missing_in_us,detailed
,Total,31-9093,missing_in_us,detailed
,Total,33-1091,missing_in_us,detailed
,Total,33-9032,missing_in_us,detailed
,Total,35-1012,missing_in_us,detailed
,Total,35-2021,missing_in_us,detailed
,Total,35-3023,missing_in_us,detailed
,Total,37-2011,missing_in_us,detailed
,Total,37-3011,missing_in_us,detailed
,Total,41-1011,missing_in_us,detailed
,Total,41-1012,missing_in_us,detailed
,Total,41-2011,missing_in_us,detailed
,Total,41-2021,missing_in_us,detailed
,Total,41-2022,missing_in_us,detailed
,Total,41-2031,missing_in_us,detailed
,Total,41-3031,missing_in_us,detailed
,Total,41-3091,missing_in_us,detailed
,Total,41-4011,missing_in_us,detailed
,Total,41-4012,missing_in_us,detailed
,Total,41-9031,missing_in_us,detailed
,Total,41-9099,missing_in_us,detailed
,Total,43-1011,missing_in_us,detailed
,Total,43-3011,missing_in_us,detailed
,Total,43-3021,missing_in_us,detailed
,Total,43-3031,missing_in_us,detailed
,Total,43-3051,missing_in_us,detailed
,Total,43-3061,missing_in_us,detailed
,Total,43-4041,missing_in_us,detailed
,Total,43-4051,missing_in_us,detailed
,Total,43-4071,missing_in_us,detailed
,Total,43-4111,missing_in_us,detailed
,Total,43-4151,missing_in_us,detailed
,Total,43-4161,missing_in_us,detailed
,Total,43-4171,missing_in_us,detailed
,Total,43-4199,missing_in_us,detailed
,Total,43-5011,missing_in_us,detailed
,Total,43-5021,missing_in_us,detailed
,Total,43-5032,missing_in_us,detailed
,Total,43-5061,missing_in_us,detailed
,Total,43-5071,missing_in_us,detailed
,Total,43-5111,missing_in_us,detailed
,Total,43-6011,missing_in_us,detailed
,Total,43-6014,missing_in_us,detailed
,Total,43-9021,missing_in_us,detailed
,Total,43-9061,missing_in_us,detailed
,Total,43-9199,missing_in_us,detailed
,Total,47-1011,missing_in_us,detailed
,Total,47-2031,missing_in_us,detailed
,Total,47-2061,missing_in_us,detailed
,Total,47-2073,missing_in_us,detailed
,Total,47-2111,missing_in_us,detailed
,Total,47-2121,missing_in_us,detailed
,Total,47-2141,missing_in_us,detailed
,Total,47-2152,missing_in_us,detailed
,Total,47-2211,missing_in_us,detailed
,Total,47-2221,missing_in_us,detailed
,Total,47-4011,missing_in_us,detailed
,Total,47-4041,missing_in_us,detailed
,Total,47-5022,missing_in_us,detailed
,Total,47-5023,missing_in_us,detailed
,Total,49-1011,missing_in_us,detailed
,Total,49-2011,missing_in_us,detailed
,Total,49-2022,missing_in_us,detailed
,Total,49-2094,missing_in_us,detailed
,Total,49-3021,missing_in_us,detailed
,Total,49-3022,missing_in_us,detailed
,Total,49-3023,missing_in_us,detailed
,Total,49-3031,missing_in_us,detailed
,Total,49-3042,missing_in_us,detailed
,Total,49-3053,missing_in_us,detailed
,Total,49-3092,missing_in_us,detailed
,Total,49-3093,missing_in_us,detailed
,Total,49-9012,missing_in_us,detailed
,Total,49-9021,missing_in_us,detailed
,Total,49-9041,missing_in_us,detailed
,Total,49-9043,missing_in_us,detailed
,Total,49-9044,missing_in_us,detailed
,Total,49-9045,missing_in_us,detailed
,Total,49-9061,missing_in_us,detailed
,Total,49-9062,missing_in_us,detailed
,Total,49-9064,missing_in_us,detailed
,Total,49-9069,missing_in_us,detailed
,Total,49-9071,missing_in_us,detailed
,Total,49-9098,missing_in_us,detailed
,Total,49-9099,missing_in_us,detailed
,Total,51-1011,missing_in_us,detailed
,Total,51-2021,missing_in_us,detailed
,Total,51-2028,missing_in_us,detailed
,Total,51-2031,missing_in_us,detailed
,Total,51-2041,missing_in_us,detailed
,Total,51-2051,missing_in_us,detailed
,Total,51-2061,missing_in_us,detailed
