segment_id,segment_name,occcd,issue,level
4.0,4. Parts & Machining,51-4071,missing_in_mi,detailed
4.0,4. Parts & Machining,51-4120,missing_in_mi,detailed
4.0,4. Parts & Machining,51-4190,missing_in_mi,detailed
4.0,4. Parts & Machining,51-4192,missing_in_mi,detailed
4.0,4. Parts & Machining,51-4194,missing_in_mi,detailed
4.0,4. Parts & Machining,51-5100,missing_in_mi,detailed
4.0,4. Parts & Machining,51-6000,missing_in_mi,detailed
4.0,4. Parts & Machining,51-6031,missing_in_mi,detailed
4.0,4. Parts & Machining,51-7000,missing_in_mi,detailed
4.0,4. Parts & Machining,51-7040,missing_in_mi,detailed
4.0,4. Parts & Machining,51-7042,missing_in_mi,detailed
4.0,4. Parts & Machining,51-7099,missing_in_mi,detailed
4.0,4. Parts & Machining,51-8000,missing_in_mi,detailed
4.0,4. Parts & Machining,51-8021,missing_in_mi,detailed
4.0,4. Parts & Machining,51-8031,missing_in_mi,detailed
4.0,4. Parts & Machining,51-8090,missing_in_mi,detailed
4.0,4. Parts & Machining,51-8099,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9000,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9010,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9011,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9020,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9023,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9030,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9031,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9032,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9051,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9120,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9123,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9160,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9190,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9191,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9194,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9195,missing_in_mi,detailed
4.0,4. Parts & Machining,51-9196,missing_in_mi,detailed
4.0,4. Parts & Machining,53-1000,missing_in_mi,detailed
4.0,4. Parts & Machining,53-3000,missing_in_mi,detailed
4.0,4. Parts & Machining,53-3030,missing_in_mi,detailed
4.0,4. Parts & Machining,53-7000,missing_in_mi,detailed
4.0,4. Parts & Machining,53-7021,missing_in_mi,detailed
4.0,4. Parts & Machining,53-7060,missing_in_mi,detailed
4.0,4. Parts & Machining,53-7063,missing_in_mi,detailed
5.0,5. Component Systems,11-1000,missing_in_mi,detailed
5.0,5. Component Systems,11-2000,missing_in_mi,detailed
5.0,5. Component Systems,11-2020,missing_in_mi,detailed
5.0,5. Component Systems,11-2030,missing_in_mi,detailed
5.0,5. Component Systems,11-2032,missing_in_mi,detailed
5.0,5. Component Systems,11-3000,missing_in_mi,detailed
5.0,5. Component Systems,11-3010,missing_in_mi,detailed
5.0,5. Component Systems,11-3013,missing_in_mi,detailed
5.0,5. Component Systems,11-3111,missing_in_mi,detailed
5.0,5. Component Systems,11-3131,missing_in_mi,detailed
5.0,5. Component Systems,11-9000,missing_in_mi,detailed
5.0,5. Component Systems,11-9021,missing_in_mi,detailed
5.0,5. Component Systems,11-9111,missing_in_mi,detailed
5.0,5. Component Systems,11-9121,missing_in_mi,detailed
5.0,5. Component Systems,13-1000,missing_in_mi,detailed
5.0,5. Component Systems,13-1041,missing_in_mi,detailed
5.0,5. Component Systems,13-1070,missing_in_mi,detailed
5.0,5. Component Systems,13-1080,missing_in_mi,detailed
5.0,5. Component Systems,13-1121,missing_in_mi,detailed
5.0,5. Component Systems,13-1141,missing_in_mi,detailed
5.0,5. Component Systems,13-2000,missing_in_mi,detailed
5.0,5. Component Systems,13-2031,missing_in_mi,detailed
5.0,5. Component Systems,13-2050,missing_in_mi,detailed
5.0,5. Component Systems,13-2099,missing_in_mi,detailed
5.0,5. Component Systems,15-1200,missing_in_mi,detailed
5.0,5. Component Systems,15-1210,missing_in_mi,detailed
5.0,5. Component Systems,15-1212,missing_in_mi,detailed
5.0,5. Component Systems,15-1221,missing_in_mi,detailed
5.0,5. Component Systems,15-1230,missing_in_mi,detailed
5.0,5. Component Systems,15-1231,missing_in_mi,detailed
5.0,5. Component Systems,15-1240,missing_in_mi,detailed
5.0,5. Component Systems,15-1241,missing_in_mi,detailed
5.0,5. Component Systems,15-1242,missing_in_mi,detailed
5.0,5. Component Systems,15-1243,missing_in_mi,detailed
5.0,5. Component Systems,15-1250,missing_in_mi,detailed
5.0,5. Component Systems,15-1254,missing_in_mi,detailed
5.0,5. Component Systems,15-1255,missing_in_mi,detailed
5.0,5. Component Systems,15-1299,missing_in_mi,detailed
5.0,5. Component Systems,15-2000,missing_in_mi,detailed
5.0,5. Component Systems,15-2031,missing_in_mi,detailed
5.0,5. Component Systems,17-2000,missing_in_mi,detailed
5.0,5. Component Systems,17-2011,missing_in_mi,detailed
5.0,5. Component Systems,17-2031,missing_in_mi,detailed
5.0,5. Component Systems,17-2041,missing_in_mi,detailed
5.0,5. Component Systems,17-2051,missing_in_mi,detailed
5.0,5. Component Systems,17-2070,missing_in_mi,detailed
5.0,5. Component Systems,17-2110,missing_in_mi,detailed
5.0,5. Component Systems,17-2111,missing_in_mi,detailed
5.0,5. Component Systems,17-3000,missing_in_mi,detailed
5.0,5. Component Systems,17-3010,missing_in_mi,detailed
5.0,5. Component Systems,17-3012,missing_in_mi,detailed
5.0,5. Component Systems,17-3019,missing_in_mi,detailed
5.0,5. Component Systems,17-3020,missing_in_mi,detailed
5.0,5. Component Systems,17-3021,missing_in_mi,detailed
5.0,5. Component Systems,17-3022,missing_in_mi,detailed
5.0,5. Component Systems,17-3024,missing_in_mi,detailed
5.0,5. Component Systems,17-3029,missing_in_mi,detailed
5.0,5. Component Systems,19-1000,missing_in_mi,detailed
5.0,5. Component Systems,19-1020,missing_in_mi,detailed
5.0,5. Component Systems,19-1021,missing_in_mi,detailed
5.0,5. Component Systems,19-1029,missing_in_mi,detailed
5.0,5. Component Systems,19-1040,missing_in_mi,detailed
5.0,5. Component Systems,19-1042,missing_in_mi,detailed
5.0,5. Component Systems,19-1099,missing_in_mi,detailed
5.0,5. Component Systems,19-2000,missing_in_mi,detailed
5.0,5. Component Systems,19-2010,missing_in_mi,detailed
5.0,5. Component Systems,19-2012,missing_in_mi,detailed
5.0,5. Component Systems,19-2030,missing_in_mi,detailed
5.0,5. Component Systems,19-2032,missing_in_mi,detailed
5.0,5. Component Systems,19-2099,missing_in_mi,detailed
5.0,5. Component Systems,19-4000,missing_in_mi,detailed
5.0,5. Component Systems,19-4031,missing_in_mi,detailed
5.0,5. Component Systems,19-4090,missing_in_mi,detailed
5.0,5. Component Systems,19-4099,missing_in_mi,detailed
5.0,5. Component Systems,19-5000,missing_in_mi,detailed
5.0,5. Component Systems,19-5011,missing_in_mi,detailed
5.0,5. Component Systems,19-5012,missing_in_mi,detailed
5.0,5. Component Systems,23-1000,missing_in_mi,detailed
5.0,5. Component Systems,23-1010,missing_in_mi,detailed
5.0,5. Component Systems,23-1011,missing_in_mi,detailed
5.0,5. Component Systems,23-2000,missing_in_mi,detailed
5.0,5. Component Systems,23-2011,missing_in_mi,detailed
5.0,5. Component Systems,27-1000,missing_in_mi,detailed
5.0,5. Component Systems,27-1020,missing_in_mi,detailed
5.0,5. Component Systems,27-1021,missing_in_mi,detailed
5.0,5. Component Systems,27-3000,missing_in_mi,detailed
5.0,5. Component Systems,27-3031,missing_in_mi,detailed
5.0,5. Component Systems,27-3040,missing_in_mi,detailed
5.0,5. Component Systems,27-3043,missing_in_mi,detailed
5.0,5. Component Systems,27-4000,missing_in_mi,detailed
5.0,5. Component Systems,29-1000,missing_in_mi,detailed
5.0,5. Component Systems,29-1141,missing_in_mi,detailed
5.0,5. Component Systems,29-2000,missing_in_mi,detailed
5.0,5. Component Systems,29-2090,missing_in_mi,detailed
5.0,5. Component Systems,29-2092,missing_in_mi,detailed
5.0,5. Component Systems,33-9000,missing_in_mi,detailed
5.0,5. Component Systems,33-9030,missing_in_mi,detailed
5.0,5. Component Systems,33-9032,missing_in_mi,detailed
5.0,5. Component Systems,37-2000,missing_in_mi,detailed
5.0,5. Component Systems,37-2010,missing_in_mi,detailed
5.0,5. Component Systems,41-1000,missing_in_mi,detailed
5.0,5. Component Systems,41-2000,missing_in_mi,detailed
5.0,5. Component Systems,41-3000,missing_in_mi,detailed
5.0,5. Component Systems,41-3091,missing_in_mi,detailed
5.0,5. Component Systems,41-4000,missing_in_mi,detailed
5.0,5. Component Systems,41-9000,missing_in_mi,detailed
5.0,5. Component Systems,41-9090,missing_in_mi,detailed
5.0,5. Component Systems,41-9099,missing_in_mi,detailed
5.0,5. Component Systems,43-1000,missing_in_mi,detailed
5.0,5. Component Systems,43-3000,missing_in_mi,detailed
5.0,5. Component Systems,43-3011,missing_in_mi,detailed
5.0,5. Component Systems,43-3021,missing_in_mi,detailed
5.0,5. Component Systems,43-3051,missing_in_mi,detailed
5.0,5. Component Systems,43-3061,missing_in_mi,detailed
5.0,5. Component Systems,43-4000,missing_in_mi,detailed
5.0,5. Component Systems,43-4071,missing_in_mi,detailed
5.0,5. Component Systems,43-4111,missing_in_mi,detailed
5.0,5. Component Systems,43-4161,missing_in_mi,detailed
5.0,5. Component Systems,43-5000,missing_in_mi,detailed
5.0,5. Component Systems,43-5030,missing_in_mi,detailed
5.0,5. Component Systems,43-5032,missing_in_mi,detailed
5.0,5. Component Systems,43-5111,missing_in_mi,detailed
5.0,5. Component Systems,43-6000,missing_in_mi,detailed
5.0,5. Component Systems,43-9000,missing_in_mi,detailed
5.0,5. Component Systems,43-9020,missing_in_mi,detailed
5.0,5. Component Systems,43-9021,missing_in_mi,detailed
5.0,5. Component Systems,43-9199,missing_in_mi,detailed
5.0,5. Component Systems,47-1000,missing_in_mi,detailed
5.0,5. Component Systems,47-1011,missing_in_mi,detailed
5.0,5. Component Systems,47-2000,missing_in_mi,detailed
5.0,5. Component Systems,47-2140,missing_in_mi,detailed
5.0,5. Component Systems,47-2141,missing_in_mi,detailed
5.0,5. Component Systems,47-2150,missing_in_mi,detailed
5.0,5. Component Systems,47-2152,missing_in_mi,detailed
5.0,5. Component Systems,49-1000,missing_in_mi,detailed
5.0,5. Component Systems,49-2000,missing_in_mi,detailed
5.0,5. Component Systems,49-2090,missing_in_mi,detailed
5.0,5. Component Systems,49-2091,missing_in_mi,detailed
5.0,5. Component Systems,49-2093,missing_in_mi,detailed
5.0,5. Component Systems,49-3000,missing_in_mi,detailed
5.0,5. Component Systems,49-3011,missing_in_mi,detailed
5.0,5. Component Systems,49-3031,missing_in_mi,detailed
5.0,5. Component Systems,49-3040,missing_in_mi,detailed
5.0,5. Component Systems,49-3042,missing_in_mi,detailed
5.0,5. Component Systems,49-9000,missing_in_mi,detailed
5.0,5. Component Systems,49-9010,missing_in_mi,detailed
5.0,5. Component Systems,49-9012,missing_in_mi,detailed
5.0,5. Component Systems,49-9021,missing_in_mi,detailed
5.0,5. Component Systems,49-9040,missing_in_mi,detailed
5.0,5. Component Systems,49-9043,missing_in_mi,detailed
5.0,5. Component Systems,49-9044,missing_in_mi,detailed
5.0,5. Component Systems,49-9050,missing_in_mi,detailed
5.0,5. Component Systems,49-9052,missing_in_mi,detailed
5.0,5. Component Systems,49-9060,missing_in_mi,detailed
5.0,5. Component Systems,49-9062,missing_in_mi,detailed
5.0,5. Component Systems,49-9064,missing_in_us,detailed
5.0,5. Component Systems,49-9069,missing_in_mi,detailed
5.0,5. Component Systems,49-9081,missing_in_mi,detailed
5.0,5. Component Systems,49-9090,missing_in_mi,detailed
5.0,5. Component Systems,49-9098,missing_in_mi,detailed
5.0,5. Component Systems,49-9099,missing_in_mi,detailed
5.0,5. Component Systems,51-1000,missing_in_mi,detailed
5.0,5. Component Systems,51-2000,missing_in_mi,detailed
5.0,5. Component Systems,51-2020,missing_in_mi,detailed
5.0,5. Component Systems,51-2021,missing_in_mi,detailed
5.0,5. Component Systems,51-2031,missing_in_mi,detailed
5.0,5. Component Systems,51-2041,missing_in_mi,detailed
5.0,5. Component Systems,51-2051,missing_in_mi,detailed
5.0,5. Component Systems,51-4000,missing_in_mi,detailed
5.0,5. Component Systems,51-4020,missing_in_mi,detailed
5.0,5. Component Systems,51-4021,missing_in_mi,detailed
5.0,5. Component Systems,51-4022,missing_in_mi,detailed
5.0,5. Component Systems,51-4023,missing_in_mi,detailed
5.0,5. Component Systems,51-4030,missing_in_mi,detailed
5.0,5. Component Systems,51-4032,missing_in_mi,detailed
5.0,5. Component Systems,51-4035,missing_in_mi,detailed
5.0,5. Component Systems,51-4050,missing_in_mi,detailed
5.0,5. Component Systems,51-4051,missing_in_mi,detailed
5.0,5. Component Systems,51-4070,missing_in_mi,detailed
5.0,5. Component Systems,51-4120,missing_in_mi,detailed
5.0,5. Component Systems,51-4122,missing_in_mi,detailed
5.0,5. Component Systems,51-4190,missing_in_mi,detailed
5.0,5. Component Systems,51-4191,missing_in_mi,detailed
5.0,5. Component Systems,51-4193,missing_in_mi,detailed
5.0,5. Component Systems,51-4194,missing_in_mi,detailed
5.0,5. Component Systems,51-4199,missing_in_mi,detailed
5.0,5. Component Systems,51-5100,missing_in_mi,detailed
5.0,5. Component Systems,51-5112,missing_in_mi,detailed
5.0,5. Component Systems,51-6000,missing_in_mi,detailed
5.0,5. Component Systems,51-6090,missing_in_mi,detailed
5.0,5. Component Systems,51-6091,missing_in_mi,detailed
5.0,5. Component Systems,51-8000,missing_in_mi,detailed
5.0,5. Component Systems,51-9000,missing_in_mi,detailed
5.0,5. Component Systems,51-9010,missing_in_mi,detailed
5.0,5. Component Systems,51-9011,missing_in_mi,detailed
5.0,5. Component Systems,51-9020,missing_in_mi,detailed
5.0,5. Component Systems,51-9021,missing_in_mi,detailed
5.0,5. Component Systems,51-9022,missing_in_mi,detailed
5.0,5. Component Systems,51-9023,missing_in_mi,detailed
5.0,5. Component Systems,51-9030,missing_in_mi,detailed
5.0,5. Component Systems,51-9032,missing_in_mi,detailed
5.0,5. Component Systems,51-9041,missing_in_mi,detailed
5.0,5. Component Systems,51-9051,missing_in_mi,detailed
5.0,5. Component Systems,51-9120,missing_in_mi,detailed
5.0,5. Component Systems,51-9141,missing_in_mi,detailed
5.0,5. Component Systems,51-9160,missing_in_mi,detailed
5.0,5. Component Systems,51-9162,missing_in_mi,detailed
5.0,5. Component Systems,51-9190,missing_in_mi,detailed
5.0,5. Component Systems,51-9191,missing_in_mi,detailed
5.0,5. Component Systems,51-9194,missing_in_mi,detailed
5.0,5. Component Systems,51-9195,missing_in_mi,detailed
5.0,5. Component Systems,51-9198,missing_in_mi,detailed
5.0,5. Component Systems,53-1000,missing_in_mi,detailed
5.0,5. Component Systems,53-1047,missing_in_mi,detailed
5.0,5. Component Systems,53-2000,missing_in_mi,detailed
5.0,5. Component Systems,53-2010,missing_in_mi,detailed
5.0,5. Component Systems,53-3000,missing_in_mi,detailed
5.0,5. Component Systems,53-3030,missing_in_mi,detailed
5.0,5. Component Systems,53-3032,missing_in_mi,detailed
5.0,5. Component Systems,53-3033,missing_in_mi,detailed
5.0,5. Component Systems,53-7000,missing_in_mi,detailed
5.0,5. Component Systems,53-7060,missing_in_mi,detailed
5.0,5. Component Systems,53-7061,missing_in_mi,detailed
5.0,5. Component Systems,53-7063,missing_in_mi,detailed
6.0,6. Engineering & Design,11-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,11-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,11-2011,missing_in_mi,detailed
6.0,6. Engineering & Design,11-2020,missing_in_mi,detailed
6.0,6. Engineering & Design,11-2030,missing_in_mi,detailed
6.0,6. Engineering & Design,11-2033,missing_in_mi,detailed
6.0,6. Engineering & Design,11-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,11-3010,missing_in_mi,detailed
6.0,6. Engineering & Design,11-3111,missing_in_mi,detailed
6.0,6. Engineering & Design,11-3131,missing_in_mi,detailed
6.0,6. Engineering & Design,11-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,11-9013,missing_in_mi,detailed
6.0,6. Engineering & Design,11-9030,missing_in_mi,detailed
6.0,6. Engineering & Design,11-9033,missing_in_mi,detailed
6.0,6. Engineering & Design,11-9039,missing_in_mi,detailed
6.0,6. Engineering & Design,11-9141,missing_in_mi,detailed
6.0,6. Engineering & Design,11-9151,missing_in_mi,detailed
6.0,6. Engineering & Design,11-9161,missing_in_mi,detailed
6.0,6. Engineering & Design,13-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,13-1030,missing_in_mi,detailed
6.0,6. Engineering & Design,13-1031,missing_in_mi,detailed
6.0,6. Engineering & Design,13-1070,missing_in_mi,detailed
6.0,6. Engineering & Design,13-1075,missing_in_mi,detailed
6.0,6. Engineering & Design,13-1080,missing_in_mi,detailed
6.0,6. Engineering & Design,13-1131,missing_in_mi,detailed
6.0,6. Engineering & Design,13-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,13-2020,missing_in_mi,detailed
6.0,6. Engineering & Design,13-2041,missing_in_mi,detailed
6.0,6. Engineering & Design,13-2050,missing_in_mi,detailed
6.0,6. Engineering & Design,15-1200,missing_in_mi,detailed
6.0,6. Engineering & Design,15-1210,missing_in_mi,detailed
6.0,6. Engineering & Design,15-1221,missing_in_mi,detailed
6.0,6. Engineering & Design,15-1230,missing_in_mi,detailed
6.0,6. Engineering & Design,15-1240,missing_in_mi,detailed
6.0,6. Engineering & Design,15-1250,missing_in_mi,detailed
6.0,6. Engineering & Design,15-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,15-2011,missing_in_mi,detailed
6.0,6. Engineering & Design,15-2021,missing_in_mi,detailed
6.0,6. Engineering & Design,15-2099,missing_in_mi,detailed
6.0,6. Engineering & Design,17-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,17-1010,missing_in_mi,detailed
6.0,6. Engineering & Design,17-1020,missing_in_mi,detailed
6.0,6. Engineering & Design,17-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,17-2021,missing_in_mi,detailed
6.0,6. Engineering & Design,17-2070,missing_in_mi,detailed
6.0,6. Engineering & Design,17-2110,missing_in_mi,detailed
6.0,6. Engineering & Design,17-2121,missing_in_mi,detailed
6.0,6. Engineering & Design,17-2161,missing_in_mi,detailed
6.0,6. Engineering & Design,17-2171,missing_in_mi,detailed
6.0,6. Engineering & Design,17-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,17-3010,missing_in_mi,detailed
6.0,6. Engineering & Design,17-3020,missing_in_mi,detailed
6.0,6. Engineering & Design,17-3021,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1010,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1011,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1020,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1023,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1030,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1031,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1040,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1041,missing_in_mi,detailed
6.0,6. Engineering & Design,19-1099,missing_in_mi,detailed
6.0,6. Engineering & Design,19-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,19-2010,missing_in_mi,detailed
6.0,6. Engineering & Design,19-2011,missing_in_mi,detailed
6.0,6. Engineering & Design,19-2021,missing_in_mi,detailed
6.0,6. Engineering & Design,19-2030,missing_in_mi,detailed
6.0,6. Engineering & Design,19-2040,missing_in_mi,detailed
6.0,6. Engineering & Design,19-2043,missing_in_mi,detailed
6.0,6. Engineering & Design,19-2099,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3030,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3032,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3033,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3039,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3090,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3091,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3093,missing_in_mi,detailed
6.0,6. Engineering & Design,19-3094,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4000,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4010,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4012,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4013,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4040,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4044,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4051,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4071,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4090,missing_in_mi,detailed
6.0,6. Engineering & Design,19-4092,missing_in_mi,detailed
6.0,6. Engineering & Design,19-5000,missing_in_mi,detailed
6.0,6. Engineering & Design,19-5012,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1010,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1012,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1018,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1020,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1021,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1022,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1023,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1090,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1091,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1094,missing_in_mi,detailed
6.0,6. Engineering & Design,21-1099,missing_in_mi,detailed
6.0,6. Engineering & Design,23-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,23-1010,missing_in_mi,detailed
6.0,6. Engineering & Design,23-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,23-2090,missing_in_mi,detailed
6.0,6. Engineering & Design,23-2093,missing_in_mi,detailed
6.0,6. Engineering & Design,23-2099,missing_in_mi,detailed
6.0,6. Engineering & Design,25-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,25-1040,missing_in_mi,detailed
6.0,6. Engineering & Design,25-1042,missing_in_mi,detailed
6.0,6. Engineering & Design,25-1070,missing_in_mi,detailed
6.0,6. Engineering & Design,25-1071,missing_in_mi,detailed
6.0,6. Engineering & Design,25-1190,missing_in_mi,detailed
6.0,6. Engineering & Design,25-1199,missing_in_mi,detailed
6.0,6. Engineering & Design,25-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,25-2010,missing_in_mi,detailed
6.0,6. Engineering & Design,25-2011,missing_in_mi,detailed
6.0,6. Engineering & Design,25-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,25-3041,missing_in_mi,detailed
6.0,6. Engineering & Design,25-3099,missing_in_mi,detailed
6.0,6. Engineering & Design,25-4000,missing_in_mi,detailed
6.0,6. Engineering & Design,25-4010,missing_in_mi,detailed
6.0,6. Engineering & Design,25-4011,missing_in_mi,detailed
6.0,6. Engineering & Design,25-4012,missing_in_mi,detailed
6.0,6. Engineering & Design,25-4022,missing_in_mi,detailed
6.0,6. Engineering & Design,25-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,25-9031,missing_in_mi,detailed
6.0,6. Engineering & Design,25-9040,missing_in_mi,detailed
6.0,6. Engineering & Design,25-9045,missing_in_mi,detailed
6.0,6. Engineering & Design,25-9099,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1010,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1013,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1020,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1022,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1023,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1026,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1027,missing_in_mi,detailed
6.0,6. Engineering & Design,27-1029,missing_in_mi,detailed
6.0,6. Engineering & Design,27-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,27-2010,missing_in_mi,detailed
6.0,6. Engineering & Design,27-2012,missing_in_mi,detailed
6.0,6. Engineering & Design,27-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,27-3040,missing_in_mi,detailed
6.0,6. Engineering & Design,27-3043,missing_in_mi,detailed
6.0,6. Engineering & Design,27-3090,missing_in_mi,detailed
6.0,6. Engineering & Design,27-3099,missing_in_mi,detailed
6.0,6. Engineering & Design,27-4000,missing_in_mi,detailed
6.0,6. Engineering & Design,27-4010,missing_in_mi,detailed
6.0,6. Engineering & Design,27-4011,missing_in_mi,detailed
6.0,6. Engineering & Design,27-4015,missing_in_mi,detailed
6.0,6. Engineering & Design,27-4030,missing_in_mi,detailed
6.0,6. Engineering & Design,27-4031,missing_in_mi,detailed
6.0,6. Engineering & Design,27-4032,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1031,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1051,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1071,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1120,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1122,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1126,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1128,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1131,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1171,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1210,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1216,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1221,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1222,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1223,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1224,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1229,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1290,missing_in_mi,detailed
6.0,6. Engineering & Design,29-1299,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2030,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2033,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2034,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2050,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2052,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2056,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2061,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2090,missing_in_mi,detailed
6.0,6. Engineering & Design,29-2099,missing_in_mi,detailed
6.0,6. Engineering & Design,29-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,29-9021,missing_in_mi,detailed
6.0,6. Engineering & Design,29-9090,missing_in_mi,detailed
6.0,6. Engineering & Design,29-9092,missing_in_mi,detailed
6.0,6. Engineering & Design,29-9099,missing_in_mi,detailed
6.0,6. Engineering & Design,31-1130,missing_in_mi,detailed
6.0,6. Engineering & Design,31-1131,missing_in_mi,detailed
6.0,6. Engineering & Design,31-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,31-9090,missing_in_mi,detailed
6.0,6. Engineering & Design,31-9092,missing_in_mi,detailed
6.0,6. Engineering & Design,31-9093,missing_in_mi,detailed
6.0,6. Engineering & Design,31-9096,missing_in_mi,detailed
6.0,6. Engineering & Design,31-9097,missing_in_mi,detailed
6.0,6. Engineering & Design,31-9099,missing_in_mi,detailed
