segment_id,segment_name,stage,Occupation Code,Occupation Title,Occupation Type,Display Level,2024 Employment,Projected 2034 Employment,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",segment_share_2024,segment_share_2034
1,1. Materials & Processing,Upstream,37-3000,Grounds maintenance workers,Summary,2.0,0.8,0.8,0.0,10.8,0.0003824823101931536,0.00037602820211515863
1,1. Materials & Processing,Upstream,37-3011,Landscaping and groundskeeping workers,Line Item,3.0,0.7,0.7,0.0,10.8,0.00033467202141900936,0.0003290246768507638
1,1. Materials & Processing,Upstream,39-0000,Personal care and service occupations,Summary,1.0,0.1,0.1,0.0,2.1,4.78102887741442e-05,4.700352526439483e-05
1,1. Materials & Processing,Upstream,39-4000,Funeral service workers,Summary,2.0,0.1,0.1,0.0,2.1,4.78102887741442e-05,4.700352526439483e-05
1,1. Materials & Processing,Upstream,39-9000,Other personal care and service workers,Summary,2.0,0.1,0.1,0.0,2.1,4.78102887741442e-05,4.700352526439483e-05
1,1. Materials & Processing,Upstream,41-0000,Sales and related occupations,Summary,1.0,53.0,53.1,-2.7755575615628914e-17,-6.999999999999999,0.025339453050296425,0.024958871915393654
1,1. Materials & Processing,Upstream,41-1000,Supervisors of sales workers,Summary,2.0,2.4,2.4,0.0,20.8,0.0011474469305794608,0.001128084606345476
1,1. Materials & Processing,Upstream,41-1011,First-line supervisors of retail sales workers,Line Item,3.0,0.2,0.2,0.0,5.800000000000001,9.56205775482884e-05,9.400705052878966e-05
1,1. Materials & Processing,Upstream,41-1012,First-line supervisors of non-retail sales workers,Line Item,3.0,2.1,2.1,0.0,20.8,0.0010040160642570282,0.0009870740305522915
1,1. Materials & Processing,Upstream,41-2000,Retail sales workers,Summary,2.0,2.3,2.4000000000000004,0.0,14.2,0.0010996366418053165,0.0011280846063454761
1,1. Materials & Processing,Upstream,41-2020,Counter and rental clerks and parts salespersons,Summary,3.0,0.2,0.2,0.0,2.1,9.56205775482884e-05,9.400705052878966e-05
1,1. Materials & Processing,Upstream,41-2021,Counter and rental clerks,Line Item,4.0,0.1,0.1,0.0,2.1,4.78102887741442e-05,4.700352526439483e-05
1,1. Materials & Processing,Upstream,41-2031,Retail salespersons,Line Item,3.0,2.0,2.1,0.0,16.8,0.000956205775482884,0.0009870740305522915
1,1. Materials & Processing,Upstream,41-3000,"Sales representatives, services",Summary,2.0,2.5,2.5,0.0,-8.4,0.0011952572193536049,0.0011750881316098707
1,1. Materials & Processing,Upstream,41-3091,"Sales representatives of services, except advertising, insurance, financial services, and travel",Line Item,3.0,2.5,2.5,0.0,-8.4,0.0011952572193536049,0.0011750881316098707
1,1. Materials & Processing,Upstream,41-4000,"Sales representatives, wholesale and manufacturing",Summary,2.0,44.7,44.8,-0.10000000000000003,-9.6,0.021371199082042457,0.02105757931844888
1,1. Materials & Processing,Upstream,41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",Line Item,3.0,3.3000000000000003,3.2,0.0,-22.8,0.0015777395295467588,0.0015041128084606345
