Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
Upstream,4. Parts & Machining,3329,Other Fabricated Metal Product Manufacturing,0.0,237053311.88641918,976686436.9755298,0.24271178846354594
,,3279,,,145407569.01284,602124789.2649169,0.24149075342065848
,,6214,,,381292.80448,1627258.0845894017,0.23431612237232166
,,3325,,,40997374.12496,180192566.56809035,0.22751978567033782
,,3322,,,11655570.279396098,52816636.79612588,0.22067990289474543
Downstream,10. Logistics,4841,General Freight Trucking,35888.0,1257170663.0730307,5746270334.233057,0.21878028528931415
Downstream,10. Logistics,4842,Specialized Freight Trucking,11582.0,290465856.74690485,1414841187.6465654,0.20529926558758388
,,vl|5,,,11398285104.641066,59753781428.62556,0.19075420554356112
,,3219,,,160041546.40749395,863034089.1450295,0.18544058504808328
,,3149,,,10114504.939454,55552068.8191225,0.18207251600992255
,,4248,,,93873573.32319,537793363.2438595,0.17455323873274267
,,4241,,,54625089.874081,314001643.05683863,0.17396434407890377
,,3369,,,27284166.57551506,157246254.93241906,0.17351234588856307
,,3365,,,2068635.3127158002,12289523.331521563,0.16832510561332592
,,4821,,,108464393.44126469,646995114.6504908,0.16764329588463364
,,4246,,,106963458.21233,642939870.1147245,0.16636619252317283
,,3323,,,235659562.6436503,1521178851.5792627,0.15491903690285494
,,3122,,,57891.327679999995,378944.4921603088,0.15276994092187418
,,4249,,,186011704.75196,1248812589.2767835,0.1489508564769384
,,4243,,,23099819.857408002,161740806.4153967,0.1428199869245183
,,3212,,,56668735.078352995,399642745.2766843,0.1417984831405349
,,4251,,,204914957.4527,1495592978.725696,0.13701251635140435
,,3379,,,11206.309338000001,86002.31016954198,0.13030242229433456
,,3324,,,20554632.399662,158627250.2550884,0.12957819269140772
,,5331,,,560999435.0442201,4333368753.737437,0.12946034988607194
,,5511,,,2218868343.275371,17306954846.32232,0.12820674480160643
,,4245,,,19038928.875926,151375245.21271345,0.125773067116571
,,3274,,,14076721.673799999,116499182.15298043,0.12083107721147096
,,4234,,,102005835.248081,848235076.5384768,0.12025656338612155
,,5232,,,9678330.411120001,81355835.24123102,0.11896295308655422
,,3271,,,3636668.3336199997,31696850.13453063,0.11473279894326799
,,6211,,,286760.53443,2532856.9599218867,0.11321623722440437
,,5178,,,28114719.478520002,259854537.51780528,0.10819406790844888
,,3353,,,18047760.113284,170042579.80971593,0.10613671077844222
,,4572,,,2806252.3976660003,27790826.722408894,0.10097765085207784
,,4551,,,6649659.027475,68008680.87485115,0.09777662118916307
,,4552,,,26320266.671056397,273947004.87977403,0.09607795012253359
,,5411,,,460966285.89707005,4802360901.24264,0.0959874310524626
,,5174,,,1999710.057208,22193795.073777918,0.09010221327900192
,,4242,,,91065311.3675697,1024821925.0131407,0.08885964394877874
,,5211,,,6097534.078179,69001799.83669102,0.08836775406743372
Upstream,1. Materials & Processing - Non-Metals,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",0.0,193541610.1912275,2245137970.6672826,0.08620477347933524
,,8131,,,5760.181412,67013.63416379201,0.08595536540998802
,,4561,,,6420975.10664,75523434.15995418,0.08501963897776091
,,4811,,,81042249.35810386,965926004.3405093,0.08390109490160776
Upstream,5. Component Systems,3345,"Navigational, Measuring, Electro medical, and Control Instruments Manufacturing",8300.0,18089036.3766885,217943698.33431712,0.08299866669666504
,,3351,,,3319067.431702,40129041.4897749,0.08270986070145027
,,5231,,,165644614.73900315,2109139045.00927,0.07853660247339223
,,3132,,,2503271.49953096,33196633.943726286,0.07540738930863936
,,4591,,,2576663.6575999996,34508782.685893856,0.07466689512212964
,,4599,,,5458283.94616,73189584.4569557,0.07457733209798628
,,3341,,,1831372.6162968003,24676145.244737305,0.07421631693821296
,,4491,,,3112648.14748,42208581.60860826,0.07374443842588609
,,4595,,,1038629.6924399999,14142996.994279398,0.0734377369139022
,,4594,,,1355240.0613000002,18499399.5120093,0.07325859741664673
,,4492,,,3261982.3246460003,44549254.60813807,0.07322192825309619
,,4592,,,424170.3491,5867190.168511102,0.07229531290403705
,,4593,,,369423.53956999996,5138665.031457702,0.0718909555903091
,,4831,,,4838750.8239204,68164802.75903907,0.07098606066572608
