Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,4882,,,28369896.010411505,87068137.17698435,0.3258355689032798
,,3151,,,53646.316475575,164804.3023317049,0.32551526699588207
,,4812,,,47308879.3392655,146271739.73786247,0.3234314394841343
,,5321,,,281787608.5368462,873671849.735769,0.3225325488306271
,,4832,,,4162556.3377934285,13144120.153055955,0.31668581002933477
,,3323,,,479700025.64280283,1521178851.5792627,0.31534755110800167
,,3324,,,49793186.47100289,158627250.2550884,0.31390058385889247
,,4831,,,20807552.651349086,68164802.75903907,0.3052536178371011
Downstream,"9. Dealers, Maintenance, & Repair",8111,Automotive Repair and Maintenance,31210.0,442211706.6276553,1457309619.853268,0.3034438945597438
,,2121,,,4668067.594569346,15422315.025900375,0.3026826768049901
OEM,6. Engineering & Design,5414,Industrial design,10160.0,231704330.32670578,770646064.4101813,0.3006624454820802
,,4572,,,8337937.840927529,27790826.722408894,0.30002482201093733
,,4251,,,445427007.24313396,1495592978.725696,0.297826356220698
,,5331,,,1282548365.2132356,4333368753.737437,0.2959702804214539
,,5419,,,1078565091.2731133,3670343184.9544673,0.29385946679165736
,,5511,,,5057198568.007365,17306954846.32232,0.29220614561677244
,,vt|9,,,10847768158.87016,37784780408.042336,0.2870935874636248
,,6242,,,56711.504880552995,197563.160721443,0.28705505962477584
,,6112,,,1148873.3100220002,4006561.2861408293,0.28674796863736723
,,6244,,,7292.575582468,25700.503120662004,0.283752249838452
,,4234,,,240200784.99315393,848235076.5384768,0.2831771423240102
,,3149,,,15683464.927363336,55552068.8191225,0.2823200874557649
,,4561,,,21291603.05231467,75523434.15995418,0.281920483213466
,,3122,,,106686.95596056999,378944.4921603088,0.2815371595780764
,,3132,,,9237570.629595123,33196633.943726286,0.2782682920579934
,,4582,,,727071.8876730001,2645887.085363494,0.27479324106270936
,,4583,,,1248857.2274166,4557111.131533076,0.27404581353636354
OEM,6. Engineering & Design,5413,"Architectural, Engineering, and Related Services",87100.0,1187887944.0688033,4423533703.688539,0.2685382374453911
,,5416,,,1632935570.5055714,6254666347.581234,0.2610747687823588
,,6111,,,4742049.074833101,18170058.9847983,0.2609814904178607
,,8131,,,17320.707945000002,67013.63416379201,0.25846543261130156
,,6211,,,644676.279108454,2532856.9599218867,0.2545253400840827
,,2211,,,1609839555.2552834,6409593632.817411,0.25116093897323405
