Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,2212,,,2211547177.333699,22711767223.508965,0.09737450879844019
,,7121,,,96916296.25392,998304013.8536448,0.0970809441903419
,,3324,,,2505854794.57195,25829897283.89836,0.09701373439584021
,,5132,,,13114340025.981707,138293757923.16028,0.09482958756004292
,,6239,,,2394605.87808,25800492.29737403,0.09281241034008188
,,5613,,,41096084044.58569,447402856801.39954,0.0918547644921009
,,5223,,,7280667154.431299,81455802842.24747,0.08938181075363662
,,5222,,,11959854556.845299,133838604830.36107,0.08936027517624141
,,4451,,,960182043.9236572,10897999295.365301,0.08810626775613788
,,4452,,,109815422.80878,1289746473.2594304,0.08514496847683242
,,5174,,,171680331.1894,2076903632.1812015,0.08266167410430027
,,5178,,,1089248904.9503002,13246395901.602613,0.08222983164941625
,,8139,,,2086785797.2154,25542927159.31266,0.08169720659656587
,,8134,,,619825655.3101999,7604948602.146382,0.08150293811785439
,,5161,,,3494090634.8187,42930010568.33238,0.08139039773253957
,,6232,,,8415660.300187163,105112134.33455393,0.08006364206630566
,,4453,,,50564231.52640001,638392714.6092099,0.07920552720804895
,,7139,,,1289178766.74337,16479080755.582102,0.07823123060469714
,,8132,,,93222861.66702001,1221389212.0194101,0.07632527023297347
,,5162,,,19374659203.2587,253968627943.18854,0.07628760827732121
,,5221,,,33194016453.26121,438671950917.1766,0.07566933874814441
,,5211,,,518160433.58729994,6871707720.6076,0.07540490001246501
,,8133,,,108488798.96059999,1448047447.290757,0.07492074873898538
,,5171,,,11368264743.675701,151962198559.9359,0.07480982014873855
,,8114,,,1350373592.2955601,18085269745.584984,0.07466704181314278
,,3231,,,4406212641.774592,59184996671.29532,0.07444813533142602
,,2213,,,572906935.4327999,7766162311.874983,0.07376963195280979
,,1132,,,35819280.81173,489494774.32266396,0.07317602289277705
,,1133,,,931215903.6814901,12746842606.919437,0.07305463261749173
,,6231,,,12705736.472722108,174975645.7348338,0.07261431394845068
,,1131,,,76578605.40096,1055265849.5908803,0.07256806939279711
,,7212,,,229818202.12039995,3298782851.08549,0.06966757513146901
,,7213,,,96686423.1931,1390176343.823931,0.06954975433342978
,,7211,,,6269548390.361331,91364776983.32292,0.06862106598810754
,,7223,,,2693348451.7923245,40532923732.94312,0.06644841288868847
,,7224,,,804711418.7915249,12122288217.776556,0.06638279872041546
,,7131,,,210808198.8908006,3209239711.8957577,0.06568789427271304
,,3212,,,2127810103.382,35406594831.55425,0.06009643439322501
,,7225,,,12166361713.788357,204016870275.77545,0.05963409642223575
,,3273,,,4343088344.543,76017600819.44324,0.05713266793118991
,,3371,,,770045319.7877407,13942841298.844711,0.055228722990022544
,,3351,,,444153915.8361001,8083897807.5345745,0.05494303941127604
,,3372,,,331117818.7067723,6049112317.813845,0.054738249400936675
,,8122,,,11833446.751672,217126221.85055798,0.05450031161973903
,,5231,,,8517238023.449598,163852527923.9759,0.05198112065381998
,,5232,,,583448793.1371001,11280254691.186792,0.05172301593446696
,,3331,,,656603837.1214064,12925557306.716768,0.05079888019839594
,,3365,,,304072370.50409997,6574063126.77083,0.04625333901432429
,,4851,,,188146593.11809996,4092257148.760297,0.04597623909707063
,,4853,,,1893288448.1436129,41414165501.92778,0.04571596276775111
,,4855,,,84986831.62958,1861249251.2287772,0.045661177068827614
,,4854,,,487598277.21129996,10741846252.658585,0.045392408878559436
,,4859,,,465772469.2092,10289531033.68432,0.045266637292255996
,,4852,,,58834479.84844,1313929759.8550854,0.0447774924094336
,,5629,,,1720619463.6630003,38628100900.75227,0.044543206203271866
,,5622,,,1162446550.297,26183252353.78444,0.04439656825631075
,,5621,,,1942428234.8158455,43917618047.73301,0.04422890678416727
,,3342,,,640067509.31562,14538015778.490139,0.04402715742423653
,,5615,,,1702799260.727849,38941566986.10221,0.043727034953050505
,,3333,,,366544497.6933999,8463446727.091424,0.04330912800810738
,,2123,,,1583398533.2606676,37592327588.73223,0.04212025790430888
,,4244,,,3306084531.5750003,80652262585.65057,0.04099183861164497
,,3221,,,2055331876.290399,51084156809.29909,0.0402342331686731
,,5617,,,9506725085.771103,244162138036.34796,0.03893611500221977
,,7112,,,1561755147.9924607,40814218749.376724,0.03826497715373543
,,7111,,,252384920.05972,7193056362.19951,0.035087299105014264
,,7132,,,19320561.245696276,582136795.0632303,0.03318903977474526
,,3379,,,776226.8521620189,23675297.712338723,0.03278636077118798
,,4442,,,454896576.65340006,13887362299.43698,0.032756153893374156
,,3391,,,966181996.2067,29991388002.70533,0.0322153144802617
,,4441,,,2912915353.8932004,91499439020.11124,0.03183533565984981
,,7114,,,410818987.7585,13070939079.362698,0.03142995199228871
,,7113,,,847110379.5206997,27030947934.99613,0.03133853764795175
,,7115,,,1774975005.932333,57646528596.36995,0.030790665962912894
,,3122,,,17230766.14159,578103434.0619348,0.02980568030970041
,,5239,,,11582884697.18698,437679849169.0221,0.026464285982501175
,,3352,,,85067325.43978581,3235360914.7713003,0.026292994098866714
,,3112,,,1606148709.063571,62854830046.90297,0.025553306052455236
,,5242,,,14137558612.476894,555434680383.8037,0.025453143478019562
