segment,occcd,soctitle,empl_2021,empl_2024,occ_level,is_total_all,pct_seg_major_2021,pct_seg_detailed_2021,pct_seg_major_2024,pct_seg_detailed_2024,level_change_2021_2024,pct_change_2021_2024,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
7. Core Automotive,13-1082,Project Management Specialists,1050.0,830.0,detailed,False,,0.006196518146946002,,0.004753722794959908,-220.0,-20.952380952380956,        Project management specialists,Line item,1046.3,1105.0,58.7,5.6,78.2,100750,Bachelor's degree,nan,nan,BA+
7. Core Automotive,13-1111,Management Analysts,160.0,190.0,detailed,False,,0.0009442313366774859,,0.0010882016036655212,30.0,18.75,      Management analysts,Line item,1075.1,1169.7,94.5,8.8,98.1,101190,Bachelor's degree,Less than 5 years,nan,BA+
7. Core Automotive,13-1141,"Compensation, Benefits, and Job Analysis Specialists",70.0,50.0,detailed,False,,0.0004131012097964001,,0.000286368843069874,-20.0,-28.57142857142857,"      Compensation, benefits, and job analysis specialists",Line item,107.0,112.7,5.6,5.3,8.5,77020,Bachelor's degree,Less than 5 years,nan,BA+
7. Core Automotive,13-1151,Training and Development Specialists,90.0,220.0,detailed,False,,0.0005311301268810858,,0.0012600229095074457,130.0,144.44444444444446,      Training and development specialists,Line item,452.3,501.0,48.7,10.8,43.9,65850,Bachelor's degree,Less than 5 years,nan,BA+
7. Core Automotive,13-1161,Market Research Analysts and Marketing Specialists,140.0,210.0,detailed,False,,0.0008262024195928002,,0.0012027491408934709,70.0,50.0,      Market research analysts and marketing specialists,Line item,941.7,1004.7,63.0,6.7,87.2,76950,Bachelor's degree,nan,nan,BA+
7. Core Automotive,13-1199,"Business Operations Specialists, All Other",320.0,500.0,detailed,False,,0.0018884626733549719,,0.0028636884306987398,180.0,56.25,"      Business operations specialists, all other",Line item,1205.7,1242.0,36.3,3.0,108.2,81270,Bachelor's degree,nan,nan,BA+
7. Core Automotive,13-2011,Accountants and Auditors,660.0,680.0,detailed,False,,0.0038949542637946298,,0.0038946162657502864,20.0,3.0303030303030276,      Accountants and auditors,Line item,1579.8,1652.6,72.8,4.6,124.2,81680,Bachelor's degree,nan,nan,BA+
7. Core Automotive,13-2051,Financial and Investment Analysts,310.0,380.0,detailed,False,,0.001829448214812629,,0.0021764032073310425,70.0,22.580645161290324,        Financial and investment analysts,Line item,368.5,389.6,21.1,5.7,25.1,101350,Bachelor's degree,nan,nan,BA+
7. Core Automotive,13-2099,"Financial Specialists, All Other",40.0,,detailed,False,,0.00023605783416937148,,,,,"      Financial specialists, all other",Line item,137.1,141.4,4.3,3.1,10.3,80190,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-0000,Computer and Mathematical Occupations,1750.0,2540.0,major,False,0.01025010250102501,,0.014453169454876522,,790.0,45.14285714285715,  Computer and mathematical occupations,Summary,5416.7,5962.3,545.6,10.1,355.4,105850,—,—,—,
7. Core Automotive,15-1211,Computer Systems Analysts,150.0,310.0,detailed,False,,0.0008852168781351431,,0.0017754868270332188,160.0,106.66666666666669,        Computer systems analysts,Line item,521.1,566.5,45.5,8.7,34.2,103790,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-1212,Information Security Analysts,30.0,60.0,detailed,False,,0.00017704337562702863,,0.0003436426116838488,30.0,100.0,        Information security analysts,Line item,182.8,234.9,52.1,28.5,16.0,124910,Bachelor's degree,Less than 5 years,nan,BA+
7. Core Automotive,15-1231,Computer Network Support Specialists,40.0,,detailed,False,,0.00023605783416937148,,,,,        Computer network support specialists,Line item,152.7,155.5,2.8,1.8,9.6,73340,Associate's degree,nan,Moderate-term on-the-job training,SC or associate's
7. Core Automotive,15-1232,Computer User Support Specialists,240.0,260.0,detailed,False,,0.001416347005016229,,0.0014891179839633447,20.0,8.333333333333325,        Computer user support specialists,Line item,729.5,702.5,-27.0,-3.7,40.8,60340,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
7. Core Automotive,15-1241,Computer Network Architects,,60.0,detailed,False,,,,0.0003436426116838488,,,        Computer network architects,Line item,179.2,200.6,21.4,11.9,11.2,130390,Bachelor's degree,5 years or more,nan,BA+
7. Core Automotive,15-1244,Network and Computer Systems Administrators,240.0,160.0,detailed,False,,0.001416347005016229,,0.0009163802978235968,-80.0,-33.333333333333336,        Network and computer systems administrators,Line item,331.5,317.7,-13.8,-4.2,14.3,96800,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-1251,Computer Programmers,40.0,,detailed,False,,0.00023605783416937148,,,,,        Computer programmers,Line item,121.2,113.9,-7.2,-6.0,5.5,98670,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-1252,Software Developers,740.0,1410.0,detailed,False,,0.0043670699321333726,,0.008075601374570448,670.0,90.54054054054055,        Software developers,Line item,1693.8,1961.4,267.7,15.8,115.2,133080,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-1253,Software Quality Assurance Analysts and Testers,,70.0,detailed,False,,,,0.0004009163802978236,,,        Software quality assurance analysts and testers,Line item,201.7,221.9,20.2,10.0,14.0,102610,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-1254,Web Developers,,30.0,detailed,False,,,,0.0001718213058419244,,,        Web developers,Line item,86.0,92.5,6.5,7.5,5.4,90930,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-1299,"Computer Occupations, All Other",50.0,50.0,detailed,False,,0.00029507229271171436,,0.000286368843069874,0.0,0.0,"      Computer occupations, all other",Line item,472.0,510.5,38.5,8.2,31.3,108970,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-2031,Operations Research Analysts,90.0,,detailed,False,,0.0005311301268810858,,,,,      Operations research analysts,Line item,112.1,136.2,24.1,21.5,9.6,91290,Bachelor's degree,nan,nan,BA+
7. Core Automotive,15-2051,Data Scientists,,50.0,detailed,False,,,,0.000286368843069874,,,      Data scientists,Line item,245.9,328.3,82.5,33.5,23.4,112590,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-0000,Architecture and Engineering Occupations,12430.0,13610.0,major,False,0.07280501376442336,,0.0774439512916809,,1180.0,9.493161705551078,  Architecture and engineering occupations,Summary,2648.4,2788.3,139.9,5.3,186.5,97310,—,—,—,
7. Core Automotive,17-2071,Electrical Engineers,560.0,360.0,detailed,False,,0.003304809678371201,,0.002061855670103093,-200.0,-35.71428571428571,        Electrical engineers,Line item,192.0,205.7,13.8,7.2,11.7,111910,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-2072,"Electronics Engineers, Except Computer",230.0,220.0,detailed,False,,0.001357332546473886,,0.0012600229095074457,-10.0,-4.347826086956519,"        Electronics engineers, except computer",Line item,95.9,101.8,6.0,6.2,5.7,127590,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-2081,Environmental Engineers,50.0,60.0,detailed,False,,0.00029507229271171436,,0.0003436426116838488,10.0,19.999999999999996,      Environmental engineers,Line item,39.4,41.0,1.5,3.9,3.0,104170,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",50.0,80.0,detailed,False,,0.00029507229271171436,,0.0004581901489117984,30.0,60.00000000000001,"        Health and safety engineers, except mining safety engineers and inspectors",Line item,23.8,24.9,1.1,4.4,1.5,109660,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-2112,Industrial Engineers,5480.0,5970.0,detailed,False,,0.03233992328120389,,0.03419243986254296,490.0,8.941605839416056,        Industrial engineers,Line item,351.1,389.6,38.5,11.0,25.2,101140,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-2131,Materials Engineers,50.0,90.0,detailed,False,,0.00029507229271171436,,0.0005154639175257732,40.0,80.0,      Materials engineers,Line item,23.0,24.3,1.3,5.7,1.5,108310,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-2141,Mechanical Engineers,3040.0,3700.0,detailed,False,,0.017940395396872234,,0.021191294387170677,660.0,21.71052631578947,      Mechanical engineers,Line item,293.1,319.6,26.5,9.1,18.1,102320,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-2199,"Engineers, All Other",210.0,330.0,detailed,False,,0.0012393036293892005,,0.0018900343642611684,120.0,57.14285714285714,"      Engineers, all other",Line item,158.8,162.1,3.3,2.1,9.3,117750,Bachelor's degree,nan,nan,BA+
7. Core Automotive,17-3013,Mechanical Drafters,150.0,130.0,detailed,False,,0.0008852168781351431,,0.0007445589919816724,-20.0,-13.33333333333333,        Mechanical drafters,Line item,42.9,40.1,-2.8,-6.5,3.3,68510,Associate's degree,nan,nan,SC or associate's
7. Core Automotive,17-3023,Electrical and Electronic Engineering Technologists and Technicians,60.0,170.0,detailed,False,,0.00035408675125405727,,0.0009736540664375716,110.0,183.33333333333334,        Electrical and electronic engineering technologists and technicians,Line item,93.7,94.3,0.6,0.6,8.4,77180,Associate's degree,nan,nan,SC or associate's
7. Core Automotive,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,130.0,90.0,detailed,False,,0.0007671879610504573,,0.0005154639175257732,-40.0,-30.76923076923077,        Electro-mechanical and mechatronics technologists and technicians,Line item,15.0,15.1,0.2,1.1,1.3,70760,Associate's degree,nan,nan,SC or associate's
7. Core Automotive,17-3026,Industrial Engineering Technologists and Technicians,1640.0,1610.0,detailed,False,,0.009678371200944232,,0.009221076746849943,-30.0,-1.8292682926829285,        Industrial engineering technologists and technicians,Line item,74.6,75.9,1.3,1.7,6.3,64790,Associate's degree,nan,nan,SC or associate's
7. Core Automotive,17-3027,Mechanical Engineering Technologists and Technicians,610.0,660.0,detailed,False,,0.003599881971082915,,0.003780068728522337,50.0,8.196721311475418,        Mechanical engineering technologists and technicians,Line item,38.3,38.3,0.0,0.0,3.2,68730,Associate's degree,nan,nan,SC or associate's
7. Core Automotive,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",120.0,,detailed,False,,0.0007081735025081145,,,,,"        Engineering technologists and technicians, except drafters, all other",Line item,67.3,68.3,1.0,1.5,5.7,77390,Associate's degree,nan,nan,SC or associate's
7. Core Automotive,19-0000,"Life, Physical, and Social Science Occupations",270.0,370.0,major,False,0.0015814443858724301,,0.002105382952088312,,100.0,37.037037037037045,"  Life, physical, and social science occupations",Summary,1609.5,1690.4,80.9,5.0,144.7,78980,—,—,—,
7. Core Automotive,19-4099,"Life, Physical, and Social Science Technicians, All Other",,70.0,detailed,False,,,,0.0004009163802978236,,,"        Life, physical, and social science technicians, all other",Line item,83.2,86.2,2.9,3.5,10.6,60130,Associate's degree,nan,nan,SC or associate's
7. Core Automotive,19-5011,Occupational Health and Safety Specialists,230.0,250.0,detailed,False,,0.001357332546473886,,0.0014318442153493699,20.0,8.695652173913038,      Occupational health and safety specialists,Line item,131.9,148.4,16.5,12.5,14.9,83910,Bachelor's degree,nan,nan,BA+
7. Core Automotive,23-0000,Legal Occupations,80.0,40.0,major,False,0.0004685761143325719,,0.00022760896779333106,,-40.0,-50.0,  Legal occupations,Summary,1418.2,1456.5,38.3,2.7,83.8,99990,—,—,—,
7. Core Automotive,23-1011,Lawyers,70.0,40.0,detailed,False,,0.0004131012097964001,,0.0002290950744558992,-30.0,-42.85714285714286,        Lawyers,Line item,864.8,900.7,35.9,4.1,31.5,151160,Doctoral or professional degree,nan,nan,BA+
7. Core Automotive,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",80.0,190.0,major,False,0.0004685761143325719,,0.0010811425970183226,,110.0,137.5,"  Arts, design, entertainment, sports, and media occupations",Summary,3021.1,3104.6,83.5,2.8,289.4,60140,—,—,—,
7. Core Automotive,27-1021,Commercial and Industrial Designers,50.0,140.0,detailed,False,,0.00029507229271171436,,0.0008018327605956472,90.0,179.99999999999997,        Commercial and industrial designers,Line item,30.6,31.6,1.0,3.2,2.5,79450,Bachelor's degree,nan,nan,BA+
7. Core Automotive,27-3031,Public Relations Specialists,,40.0,detailed,False,,,,0.0002290950744558992,,,      Public relations specialists,Line item,315.9,331.0,15.0,4.8,27.6,69780,Bachelor's degree,nan,nan,BA+
7. Core Automotive,29-0000,Healthcare Practitioners and Technical Occupations,130.0,110.0,major,False,0.0007614361857904294,,0.0006259246614316605,,-20.0,-15.384615384615385,  Healthcare practitioners and technical occupations,Summary,10067.5,10794.4,726.9,7.2,634.9,83090,—,—,—,
7. Core Automotive,29-1141,Registered Nurses,110.0,90.0,detailed,False,,0.0006491590439657716,,0.0005154639175257732,-20.0,-18.181818181818176,      Registered nurses,Line item,3391.0,3557.1,166.1,4.9,189.1,93600,Bachelor's degree,nan,nan,BA+
7. Core Automotive,33-0000,Protective Service Occupations,70.0,140.0,major,False,0.0004100041000410004,,0.0007966313872766587,,70.0,100.0,  Protective service occupations,Summary,3787.4,3816.6,29.1,0.8,423.6,50580,—,—,—,
7. Core Automotive,33-9032,Security Guards,60.0,130.0,detailed,False,,0.00035408675125405727,,0.0007445589919816724,70.0,116.66666666666666,        Security guards,Line item,1262.1,1267.1,5.1,0.4,161.0,38370,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
7. Core Automotive,37-0000,Building and Grounds Cleaning and Maintenance Occupations,280.0,460.0,major,False,0.0016400164001640015,,0.002617503129623307,,180.0,64.28571428571428,  Building and grounds cleaning and maintenance occupations,Summary,5715.9,5832.9,117.1,2.0,788.7,36790,—,—,—,
7. Core Automotive,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",280.0,460.0,detailed,False,,0.0016524048391856005,,0.002634593356242841,180.0,64.28571428571428,"        Janitors and cleaners, except maids and housekeeping cleaners",Line item,2447.7,2495.5,47.8,2.0,351.3,35930,No formal educational credential,nan,Short-term on-the-job training,HS or less
7. Core Automotive,41-0000,Sales and Related Occupations,1370.0,1250.0,major,False,0.008024365957945295,,0.007112780243541596,,-120.0,-8.75912408759124,  Sales and related occupations,Summary,14532.6,14234.8,-297.8,-2.0,1786.8,37460,—,—,—,
7. Core Automotive,41-1012,First-Line Supervisors of Non-Retail Sales Workers,80.0,60.0,detailed,False,,0.00047211566833874297,,0.0003436426116838488,-20.0,-25.0,      First-line supervisors of non-retail sales workers,Line item,320.0,320.0,0.0,0.0,24.8,84130,High school diploma or equivalent,Less than 5 years,nan,HS or less
7. Core Automotive,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",30.0,60.0,detailed,False,,0.00017704337562702863,,0.0003436426116838488,30.0,100.0,"      Sales representatives, wholesale and manufacturing, technical and scientific products",Line item,303.2,308.9,5.7,1.9,27.2,100070,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
7. Core Automotive,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1110.0,830.0,detailed,False,,0.006550604898200059,,0.004753722794959908,-280.0,-25.225225225225223,"      Sales representatives, wholesale and manufacturing, except technical and scientific products",Line item,1310.5,1314.9,4.4,0.3,114.8,66780,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,41-9031,Sales Engineers,60.0,180.0,detailed,False,,0.00035408675125405727,,0.0010309278350515464,120.0,200.0,      Sales engineers,Line item,56.8,59.9,3.1,5.5,5.0,121520,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
7. Core Automotive,43-0000,Office and Administrative Support Occupations,6150.0,5790.0,major,False,0.036021788789316465,,0.03294639808808467,,-360.0,-5.853658536585371,  Office and administrative support occupations,Summary,19325.2,18563.3,-761.9,-3.9,1996.8,46320,—,—,—,
7. Core Automotive,43-1011,First-Line Supervisors of Office and Administrative Support Workers,330.0,380.0,detailed,False,,0.0019474771318973149,,0.0021764032073310425,50.0,15.15151515151516,      First-line supervisors of office and administrative support workers,Line item,1558.4,1554.4,-3.9,-0.3,144.5,66140,High school diploma or equivalent,Less than 5 years,nan,HS or less
7. Core Automotive,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",500.0,550.0,detailed,False,,0.0029507229271171437,,0.003150057273768614,50.0,10.000000000000009,"      Bookkeeping, accounting, and auditing clerks",Line item,1613.4,1519.1,-94.3,-5.8,170.0,49210,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
7. Core Automotive,43-3051,Payroll and Timekeeping Clerks,70.0,60.0,detailed,False,,0.0004131012097964001,,0.0003436426116838488,-10.0,-14.28571428571429,      Payroll and timekeeping clerks,Line item,161.1,134.2,-27.0,-16.7,13.0,55290,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,43-4051,Customer Service Representatives,240.0,360.0,detailed,False,,0.001416347005016229,,0.002061855670103093,120.0,50.0,      Customer service representatives,Line item,2814.0,2660.3,-153.7,-5.5,341.7,42830,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
7. Core Automotive,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",80.0,90.0,detailed,False,,0.00047211566833874297,,0.0005154639175257732,10.0,12.5,"      Human resources assistants, except payroll and timekeeping",Line item,95.2,88.4,-6.8,-7.1,9.0,49440,Associate's degree,nan,nan,SC or associate's
7. Core Automotive,43-4171,Receptionists and Information Clerks,40.0,,detailed,False,,0.00023605783416937148,,,,,      Receptionists and information clerks,Line item,1007.2,1007.6,0.3,0.0,128.5,37230,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
7. Core Automotive,43-5061,"Production, Planning, and Expediting Clerks",2180.0,1240.0,detailed,False,,0.012865151962230746,,0.007101947308132875,-940.0,-43.11926605504587,"      Production, planning, and expediting clerks",Line item,388.8,381.7,-7.1,-1.8,34.1,57770,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,43-5071,"Shipping, Receiving, and Inventory Clerks",1190.0,1880.0,detailed,False,,0.007022720566538802,,0.010767468499427262,690.0,57.98319327731092,"      Shipping, receiving, and inventory clerks",Line item,862.2,795.8,-66.3,-7.7,69.3,43190,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
7. Core Automotive,43-6011,Executive Secretaries and Executive Administrative Assistants,130.0,80.0,detailed,False,,0.0007671879610504573,,0.0004581901489117984,-50.0,-38.46153846153846,      Executive secretaries and executive administrative assistants,Line item,502.8,494.9,-7.9,-1.6,50.0,74260,High school diploma or equivalent,Less than 5 years,nan,HS or less
7. Core Automotive,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",260.0,270.0,detailed,False,,0.0015343759221009147,,0.0015463917525773195,10.0,3.8461538461538547,"      Secretaries and administrative assistants, except legal, medical, and executive",Line item,1944.0,1913.2,-30.8,-1.6,202.8,46290,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
7. Core Automotive,43-9061,"Office Clerks, General",1020.0,780.0,detailed,False,,0.0060194747713189735,,0.004467353951890034,-240.0,-23.529411764705888,"      Office clerks, general",Line item,2646.0,2468.2,-177.8,-6.7,282.4,43630,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
7. Core Automotive,47-0000,Construction and Extraction Occupations,4590.0,4490.0,major,False,0.02688455455983131,,0.02554910663480141,,-100.0,-2.178649237472763,  Construction and extraction occupations,Summary,7574.7,7968.8,394.1,5.2,649.3,58360,—,—,—,
7. Core Automotive,47-2031,Carpenters,80.0,80.0,detailed,False,,0.00047211566833874297,,0.0004581901489117984,0.0,0.0,      Carpenters,Line item,959.0,1002.1,43.1,4.5,74.1,59310,High school diploma or equivalent,nan,Apprenticeship,HS or less
7. Core Automotive,47-2111,Electricians,3520.0,3410.0,detailed,False,,0.020773089406904692,,0.019530355097365407,-110.0,-3.125,      Electricians,Line item,818.7,896.1,77.4,9.5,81.0,62350,High school diploma or equivalent,nan,Apprenticeship,HS or less
7. Core Automotive,47-2141,"Painters, Construction and Maintenance",40.0,,detailed,False,,0.00023605783416937148,,,,,"        Painters, construction and maintenance",Line item,342.2,355.2,13.0,3.8,28.1,48660,No formal educational credential,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,47-2152,"Plumbers, Pipefitters, and Steamfitters",920.0,900.0,detailed,False,,0.005429330185895544,,0.005154639175257732,-20.0,-2.1739130434782594,"        Plumbers, pipefitters, and steamfitters",Line item,504.5,527.2,22.7,4.5,44.0,62970,High school diploma or equivalent,nan,Apprenticeship,HS or less
7. Core Automotive,47-2211,Sheet Metal Workers,,60.0,detailed,False,,,,0.0003436426116838488,,,      Sheet metal workers,Line item,127.0,130.1,3.1,2.4,10.6,60850,High school diploma or equivalent,nan,Apprenticeship,HS or less
7. Core Automotive,49-0000,"Installation, Maintenance, and Repair Occupations",8760.0,8670.0,major,False,0.051309084519416626,,0.049334243769204505,,-90.0,-1.0273972602739767,"  Installation, maintenance, and repair occupations",Summary,6492.9,6794.3,301.4,4.6,608.1,58230,—,—,—,
7. Core Automotive,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1170.0,910.0,detailed,False,,0.0069046916494541165,,0.0052119129438717065,-260.0,-22.22222222222222,"      First-line supervisors of mechanics, installers, and repairers",Line item,617.5,636.5,19.1,3.1,52.4,78300,High school diploma or equivalent,Less than 5 years,nan,HS or less
7. Core Automotive,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",130.0,120.0,detailed,False,,0.0007671879610504573,,0.0006872852233676976,-10.0,-7.692307692307687,"        Electrical and electronics repairers, commercial and industrial equipment",Line item,61.1,60.7,-0.5,-0.8,4.7,71300,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
7. Core Automotive,49-3021,Automotive Body and Related Repairers,150.0,410.0,detailed,False,,0.0008852168781351431,,0.0023482245131729667,260.0,173.33333333333334,        Automotive body and related repairers,Line item,172.6,175.4,2.8,1.6,14.6,51680,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
7. Core Automotive,49-3023,Automotive Service Technicians and Mechanics,530.0,250.0,detailed,False,,0.0031277663027441723,,0.0014318442153493699,-280.0,-52.83018867924528,        Automotive service technicians and mechanics,Line item,805.6,839.2,33.6,4.2,70.0,49670,Postsecondary nondegree award,nan,Short-term on-the-job training,SC or associate's
7. Core Automotive,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,80.0,50.0,detailed,False,,0.00047211566833874297,,0.000286368843069874,-30.0,-37.5,      Bus and truck mechanics and diesel engine specialists,Line item,319.9,327.7,7.8,2.4,26.5,60640,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
7. Core Automotive,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",80.0,130.0,detailed,False,,0.00047211566833874297,,0.0007445589919816724,50.0,62.5,"        Mobile heavy equipment mechanics, except engines",Line item,188.7,199.6,10.9,5.8,16.5,63980,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
7. Core Automotive,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",60.0,30.0,detailed,False,,0.00035408675125405727,,0.0001718213058419244,-30.0,-50.0,"      Heating, air conditioning, and refrigeration mechanics and installers",Line item,425.2,459.7,34.5,8.1,40.1,59810,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
7. Core Automotive,49-9041,Industrial Machinery Mechanics,4380.0,4210.0,detailed,False,,0.025848332841546178,,0.02411225658648339,-170.0,-3.8812785388127824,        Industrial machinery mechanics,Line item,439.6,510.3,70.7,16.1,45.7,63760,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
7. Core Automotive,49-9043,"Maintenance Workers, Machinery",80.0,70.0,detailed,False,,0.00047211566833874297,,0.0004009163802978236,-10.0,-12.5,"        Maintenance workers, machinery",Line item,57.5,55.9,-1.6,-2.8,4.8,60500,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
7. Core Automotive,49-9044,Millwrights,1210.0,1330.0,detailed,False,,0.007140749483623488,,0.007617411225658648,120.0,9.917355371900815,        Millwrights,Line item,41.3,41.3,0.0,0.0,3.6,65170,High school diploma or equivalent,nan,Apprenticeship,HS or less
7. Core Automotive,49-9071,"Maintenance and Repair Workers, General",820.0,1030.0,detailed,False,,0.004839185600472116,,0.005899198167239404,210.0,25.609756097560975,"      Maintenance and repair workers, general",Line item,1629.7,1692.1,62.4,3.8,159.8,48620,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",,90.0,detailed,False,,,,0.0005154639175257732,,,"        Helpers--installation, maintenance, and repair workers",Line item,98.7,101.0,2.2,2.3,11.8,38860,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
7. Core Automotive,51-0000,Production Occupations,113290.0,114300.0,major,False,0.6635623499092134,,0.6503926254694435,,1010.0,0.8915173448671654,  Production occupations,Summary,9001.2,8901.6,-99.6,-1.1,963.4,45960,—,—,—,
7. Core Automotive,51-1011,First-Line Supervisors of Production and Operating Workers,5080.0,5130.0,detailed,False,,0.02997934493951018,,0.029381443298969072,50.0,0.9842519685039353,      First-line supervisors of production and operating workers,Line item,698.6,706.9,8.3,1.2,67.7,71190,High school diploma or equivalent,Less than 5 years,nan,HS or less
7. Core Automotive,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",1560.0,1330.0,detailed,False,,0.009206255532605487,,0.007617411225658648,-230.0,-14.743589743589746,"        Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",Line item,261.4,273.3,11.9,4.6,29.6,44040,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,51-2031,Engine and Other Machine Assemblers,6870.0,3260.0,detailed,False,,0.04054293301858956,,0.018671248568155784,-3610.0,-52.54730713245996,      Engine and other machine assemblers,Line item,38.4,30.3,-8.1,-21.1,2.8,52540,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,51-2041,Structural Metal Fabricators and Fitters,,40.0,detailed,False,,,,0.0002290950744558992,,,      Structural metal fabricators and fitters,Line item,53.8,45.0,-8.8,-16.3,4.1,49900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,51-2090,Miscellaneous Assemblers and Fabricators,57060.0,67530.0,detailed,False,,0.33673650044260844,,0.38676975945017184,10470.0,18.34910620399579,      Miscellaneous assemblers and fabricators,Line item,1467.1,1465.9,-1.3,-0.1,156.3,42210,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",90.0,,detailed,False,,0.0005311301268810858,,,,,"        Extruding and drawing machine setters, operators, and tenders, metal and plastic",Line item,66.0,66.8,0.8,1.2,6.5,46980,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",,190.0,detailed,False,,,,0.0010882016036655212,,,"        Rolling machine setters, operators, and tenders, metal and plastic",Line item,22.5,20.6,-1.9,-8.3,1.9,48630,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",14810.0,11030.0,detailed,False,,0.0874004131012098,,0.0631729667812142,-3780.0,-25.523295070898044,"        Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",Line item,174.7,153.6,-21.1,-12.1,14.4,45590,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
7. Core Automotive,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",600.0,450.0,detailed,False,,0.0035408675125405725,,0.002577319587628866,-150.0,-25.0,"        Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",Line item,70.1,61.7,-8.4,-12.0,5.5,45190,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
