segment_name,occcd,soctitle,empl_2021,empl_2024,occ_level,is_total_all,pct_seg_major_2021,pct_seg_detailed_2021,pct_seg_major_2024,pct_seg_detailed_2024,level_change_2021_2024,pct_change_2021_2024,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,segment_id
6. Engineering & Design,19-4061,Social Science Research Assistants,30.0,,detailed,False,,0.0002519103199261,,,,,      Social science research assistants,Line item,40.6,42.3,1.8,4.4,5.2,58040.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,19-4099,"Life, Physical, and Social Science Technicians, All Other",240.0,70.0,detailed,False,,0.0020152825594088,,0.0005686433793663,-170.0,-70.83333333333333,"        Life, physical, and social science technicians, all other",Line item,83.2,86.2,2.9,3.5,10.6,60130.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,19-5011,Occupational Health and Safety Specialists,300.0,160.0,detailed,False,,0.002519103199261,,0.0012997562956945,-140.0,-46.66666666666666,      Occupational health and safety specialists,Line item,131.9,148.4,16.5,12.5,14.9,83910.0,Bachelor's degree,,,BA+,0.0
6. Engineering & Design,21-0000,Community and Social Service Occupations,50.0,70.0,major,False,0.0004137018037398,,0.0005570144028009,,20.0,39.99999999999999,  Community and social service occupations,Summary,3196.9,3409.2,212.3,6.6,313.7,57530.0,—,—,—,,0.0
6. Engineering & Design,23-0000,Legal Occupations,210.0,260.0,major,False,0.0017375475757074,,0.002068910638975,,50.0,23.809523809523814,  Legal occupations,Summary,1418.2,1456.5,38.3,2.7,83.8,99990.0,—,—,—,,0.0
6. Engineering & Design,23-1011,Lawyers,170.0,200.0,detailed,False,,0.0014274918129146,,0.0016246953696181,30.0,17.647058823529417,        Lawyers,Line item,864.8,900.7,35.9,4.1,31.5,151160.0,Doctoral or professional degree,,,BA+,0.0
6. Engineering & Design,23-2011,Paralegals and Legal Assistants,,60.0,detailed,False,,,,0.0004874086108854,,,      Paralegals and legal assistants,Line item,376.2,376.8,0.6,0.2,39.3,61010.0,Associate's degree,,,SC or associate's,0.0
6. Engineering & Design,25-0000,Educational Instruction and Library Occupations,40.0,130.0,major,False,0.0003309614429918,,0.0010344553194875,,90.0,225.0,  Educational instruction and library occupations,Summary,9813.2,9875.4,62.2,0.6,890.3,59220.0,—,—,—,,0.0
6. Engineering & Design,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",4140.0,3330.0,major,False,0.0342545093496607,,0.026497970876104,,-810.0,-19.565217391304344,"  Arts, design, entertainment, sports, and media occupations",Summary,3021.1,3104.6,83.5,2.8,289.4,60140.0,—,—,—,,0.0
6. Engineering & Design,27-1011,Art Directors,120.0,130.0,detailed,False,,0.0010076412797044,,0.0010560519902518,10.0,8.333333333333325,        Art directors,Line item,135.0,140.7,5.7,4.2,12.3,111040.0,Bachelor's degree,5 years or more,,BA+,0.0
