segment,occcd,soctitle,occ_level,year,employment,share_within_level,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
6. Engineering & Design,43-3051,Payroll and Timekeeping Clerks,detailed,2024,110.0,0.0008935824532900081,      Payroll and timekeeping clerks,Line item,161.1,134.2,-27.0,-16.7,13.0,55290,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,43-3061,Procurement Clerks,detailed,2024,30.0,0.00024370430544272948,      Procurement clerks,Line item,61.9,56.6,-5.4,-8.7,4.6,48510,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,43-4051,Customer Service Representatives,detailed,2024,1640.0,0.013322502030869212,      Customer service representatives,Line item,2814.0,2660.3,-153.7,-5.5,341.7,42830,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,43-4111,"Interviewers, Except Eligibility and Loan",detailed,2024,,,"      Interviewers, except eligibility and loan",Line item,164.3,145.1,-19.1,-11.6,15.8,43830,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,2024,,,"      Human resources assistants, except payroll and timekeeping",Line item,95.2,88.4,-6.8,-7.1,9.0,49440,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,43-4171,Receptionists and Information Clerks,detailed,2024,120.0,0.0009748172217709179,      Receptionists and information clerks,Line item,1007.2,1007.6,0.3,0.0,128.5,37230,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,43-5061,"Production, Planning, and Expediting Clerks",detailed,2024,170.0,0.001380991064175467,"      Production, planning, and expediting clerks",Line item,388.8,381.7,-7.1,-1.8,34.1,57770,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,2024,400.0,0.003249390739236393,"      Shipping, receiving, and inventory clerks",Line item,862.2,795.8,-66.3,-7.7,69.3,43190,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,2024,360.0,0.002924451665312754,      Executive secretaries and executive administrative assistants,Line item,502.8,494.9,-7.9,-1.6,50.0,74260,High school diploma or equivalent,Less than 5 years,nan,HS or less
6. Engineering & Design,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,2024,1170.0,0.00950446791226645,"      Secretaries and administrative assistants, except legal, medical, and executive",Line item,1944.0,1913.2,-30.8,-1.6,202.8,46290,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,43-9021,Data Entry Keyers,detailed,2024,40.0,0.0003249390739236393,        Data entry keyers,Line item,141.6,104.9,-36.7,-25.9,9.5,39850,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,43-9061,"Office Clerks, General",detailed,2024,2030.0,0.016490658001624695,"      Office clerks, general",Line item,2646.0,2468.2,-177.8,-6.7,282.4,43630,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,43-9199,"Office and Administrative Support Workers, All Other",detailed,2024,,,"      Office and administrative support workers, all other",Line item,232.9,214.8,-18.1,-7.8,21.3,46040,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,47-0000,Construction and Extraction Occupations,major,2024,1570.0,0.012493037319964987,  Construction and extraction occupations,Summary,7574.7,7968.8,394.1,5.2,649.3,58360,—,—,—,
6. Engineering & Design,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,2024,110.0,0.0008935824532900081,      First-line supervisors of construction trades and extraction workers,Line item,921.6,970.6,49.0,5.3,74.4,78690,High school diploma or equivalent,5 years or more,nan,HS or less
6. Engineering & Design,47-2061,Construction Laborers,detailed,2024,80.0,0.0006498781478472786,      Construction laborers,Line item,1457.0,1563.4,106.5,7.3,129.4,46730,No formal educational credential,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,47-2111,Electricians,detailed,2024,230.0,0.0018683996750609262,      Electricians,Line item,818.7,896.1,77.4,9.5,81.0,62350,High school diploma or equivalent,nan,Apprenticeship,HS or less
6. Engineering & Design,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,2024,70.0,0.0005686433793663688,"        Plumbers, pipefitters, and steamfitters",Line item,504.5,527.2,22.7,4.5,44.0,62970,High school diploma or equivalent,nan,Apprenticeship,HS or less
6. Engineering & Design,47-4011,Construction and Building Inspectors,detailed,2024,940.0,0.007636068237205524,      Construction and building inspectors,Line item,147.6,146.5,-1.2,-0.8,14.8,72120,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,HS or less
6. Engineering & Design,47-5023,"Earth Drillers, Except Oil and Gas",detailed,2024,30.0,0.00024370430544272948,"        Earth drillers, except oil and gas",Line item,18.3,18.8,0.5,2.9,1.7,59600,High school diploma or equivalent,Less than 5 years,Long-term on-the-job training,HS or less
6. Engineering & Design,49-0000,"Installation, Maintenance, and Repair Occupations",major,2024,1820.0,0.014482374472825655,"  Installation, maintenance, and repair occupations",Summary,6492.9,6794.3,301.4,4.6,608.1,58230,—,—,—,
6. Engineering & Design,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,2024,110.0,0.0008935824532900081,"      First-line supervisors of mechanics, installers, and repairers",Line item,617.5,636.5,19.1,3.1,52.4,78300,High school diploma or equivalent,Less than 5 years,nan,HS or less
6. Engineering & Design,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,2024,30.0,0.00024370430544272948,"        Electrical and electronics repairers, commercial and industrial equipment",Line item,61.1,60.7,-0.5,-0.8,4.7,71300,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
6. Engineering & Design,49-3023,Automotive Service Technicians and Mechanics,detailed,2024,370.0,0.003005686433793664,        Automotive service technicians and mechanics,Line item,805.6,839.2,33.6,4.2,70.0,49670,Postsecondary nondegree award,nan,Short-term on-the-job training,SC or associate's
6. Engineering & Design,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,2024,60.0,0.00048740861088545896,      Bus and truck mechanics and diesel engine specialists,Line item,319.9,327.7,7.8,2.4,26.5,60640,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
6. Engineering & Design,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,2024,,,"        Control and valve installers and repairers, except mechanical door",Line item,47.7,48.3,0.6,1.3,3.9,74690,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,2024,280.0,0.002274573517465475,"      Heating, air conditioning, and refrigeration mechanics and installers",Line item,425.2,459.7,34.5,8.1,40.1,59810,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
6. Engineering & Design,49-9041,Industrial Machinery Mechanics,detailed,2024,250.0,0.0020308692120227455,        Industrial machinery mechanics,Line item,439.6,510.3,70.7,16.1,45.7,63760,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
6. Engineering & Design,49-9044,Millwrights,detailed,2024,,,        Millwrights,Line item,41.3,41.3,0.0,0.0,3.6,65170,High school diploma or equivalent,nan,Apprenticeship,HS or less
6. Engineering & Design,49-9062,Medical Equipment Repairers,detailed,2024,180.0,0.001462225832656377,        Medical equipment repairers,Line item,68.0,76.8,8.8,12.9,7.3,62630,Associate's degree,nan,Moderate-term on-the-job training,SC or associate's
6. Engineering & Design,49-9071,"Maintenance and Repair Workers, General",detailed,2024,260.0,0.0021121039805036554,"      Maintenance and repair workers, general",Line item,1629.7,1692.1,62.4,3.8,159.8,48620,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,2024,100.0,0.0008123476848090983,"        Installation, maintenance, and repair workers, all other",Line item,221.2,226.5,5.4,2.4,21.5,48640,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-0000,Production Occupations,major,2024,10440.0,0.08307471950346144,  Production occupations,Summary,9001.2,8901.6,-99.6,-1.1,963.4,45960,—,—,—,
6. Engineering & Design,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,2024,550.0,0.004467912266450041,      First-line supervisors of production and operating workers,Line item,698.6,706.9,8.3,1.2,67.7,71190,High school diploma or equivalent,Less than 5 years,nan,HS or less
6. Engineering & Design,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",detailed,2024,3010.0,0.02445166531275386,"        Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",Line item,261.4,273.3,11.9,4.6,29.6,44040,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-2031,Engine and Other Machine Assemblers,detailed,2024,260.0,0.0021121039805036554,      Engine and other machine assemblers,Line item,38.4,30.3,-8.1,-21.1,2.8,52540,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-2041,Structural Metal Fabricators and Fitters,detailed,2024,30.0,0.00024370430544272948,      Structural metal fabricators and fitters,Line item,53.8,45.0,-8.8,-16.3,4.1,49900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-2090,Miscellaneous Assemblers and Fabricators,detailed,2024,840.0,0.006823720552396426,      Miscellaneous assemblers and fabricators,Line item,1467.1,1465.9,-1.3,-0.1,156.3,42210,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,110.0,0.0008935824532900081,"        Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",Line item,174.7,153.6,-21.1,-12.1,14.4,45590,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-4041,Machinists,detailed,2024,580.0,0.00471161657189277,      Machinists,Line item,299.5,299.6,0.0,0.0,29.5,56150,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
6. Engineering & Design,51-4061,"Model Makers, Metal and Plastic",detailed,2024,620.0,0.00503655564581641,"        Model makers, metal and plastic",Line item,3.2,2.6,-0.6,-18.2,0.3,62700,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,170.0,0.001380991064175467,"        Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",Line item,154.6,148.8,-5.8,-3.8,15.9,41230,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2024,320.0,0.0025995125913891143,"      Multiple machine tool setters, operators, and tenders, metal and plastic",Line item,131.0,130.3,-0.7,-0.5,12.8,46060,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-4111,Tool and Die Makers,detailed,2024,70.0,0.0005686433793663688,      Tool and die makers,Line item,55.2,49.3,-6.0,-10.8,4.7,63180,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
6. Engineering & Design,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,2024,330.0,0.0026807473598700242,"        Welders, cutters, solderers, and brazers",Line item,457.3,467.2,9.9,2.2,45.6,51000,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,2024,40.0,0.0003249390739236393,"        Welding, soldering, and brazing machine setters, operators, and tenders",Line item,38.9,35.4,-3.5,-9.0,3.2,47060,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-5111,Prepress Technicians and Workers,detailed,2024,50.0,0.00040617384240454913,      Prepress technicians and workers,Line item,26.2,22.3,-3.8,-14.6,2.8,47300,Postsecondary nondegree award,nan,nan,SC or associate's
6. Engineering & Design,51-5112,Printing Press Operators,detailed,2024,140.0,0.0011372867587327376,      Printing press operators,Line item,150.2,138.0,-12.2,-8.1,13.7,45160,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-6031,Sewing Machine Operators,detailed,2024,60.0,0.00048740861088545896,      Sewing machine operators,Line item,124.0,110.7,-13.3,-10.8,13.0,36000,No formal educational credential,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,2024,2220.0,0.01803411860276198,"      Inspectors, testers, sorters, samplers, and weighers",Line item,598.0,598.1,0.1,0.0,69.9,47460,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,2024,250.0,0.0020308692120227455,      Packaging and filling machine operators and tenders,Line item,381.2,398.2,17.0,4.5,45.3,40900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,2024,70.0,0.0005686433793663688,"        Coating, painting, and spraying machine setters, operators, and tenders",Line item,165.5,166.7,1.2,0.7,15.8,47590,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-9161,Computer Numerically Controlled Tool Operators,detailed,2024,50.0,0.00040617384240454913,        Computer numerically controlled tool operators,Line item,177.1,158.1,-19.0,-10.7,13.5,49970,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,51-9162,Computer Numerically Controlled Tool Programmers,detailed,2024,160.0,0.0012997562956945572,        Computer numerically controlled tool programmers,Line item,28.3,31.9,3.6,12.8,3.1,65670,Postsecondary nondegree award,nan,Moderate-term on-the-job training,SC or associate's
6. Engineering & Design,51-9198,Helpers--Production Workers,detailed,2024,,,        Helpers--production workers,Line item,168.5,153.5,-15.0,-8.9,23.6,38220,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,51-9199,"Production Workers, All Other",detailed,2024,,,"        Production workers, all other",Line item,292.8,294.3,1.5,0.5,31.6,38820,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
